@relation gene-weka.filters.unsupervised.attribute.Remove-R4

@attribute gene_id string
@attribute cond_id string
@attribute level {0,1}

@data
YBR142W,'YPD 6 h ypd-2',0
YBR142W,'YPD 8 h ypd-2',0
YBR142W,'YPD stationary phase 1 d ypd-1',0
YBR142W,'YPD stationary phase 12 h ypd-1',0
YBR142W,'YPD stationary phase 13 d ypd-1',0
YBR142W,'YPD stationary phase 2 d ypd-1',0
YBR142W,'YPD stationary phase 22 d ypd-1',0
YBR142W,'YPD stationary phase 28 d ypd-1',0
YBR142W,'YPD stationary phase 3 d ypd-1',0
YBR142W,'YPD stationary phase 5 d ypd-1',0
YBR142W,'YPD stationary phase 7 d ypd-1',0
YBR142W,'aa starv 0.5 h',0
YBR142W,'dtt 240 min dtt-2',0
YBR142W,'heat shock 17 to 37, 20 minutes',0
YBR142W,'heat shock 21 to 37, 20 minutes',0
YBR142W,'heat shock 25 to 37, 20 minutes',0
YBR142W,'heat shock 29 to 37, 20 minutes',0
YBR142W,'heat shock 33 to 37, 20 minutes',0
YBR143C,'2.5mM DTT 120 min dtt-1',0
YBR143C,'2.5mM DTT 180 min dtt-1',0
YBR143C,'37C to 25C shock - 30 min',1
YBR143C,'37C to 25C shock - 45 min',1
YBR143C,'DBYmsn2msn4 (good strain) + 0.32 mM H2O2',0
YBR143C,'Heat Shock 10 minutes hs-1',0
YBR143C,'Heat Shock 15 minutes hs-1',0
YBR143C,'Heat Shock 20 minutes hs-1',0
YBR143C,'Heat Shock 30 minutes hs-1',0
YBR143C,'Heat Shock 40 minutes hs-1',0
YBR143C,'Nitrogen Depletion 1 d',0
YBR143C,'Nitrogen Depletion 12 h',0
YBR143C,'Nitrogen Depletion 2 d',0
YBR143C,'Nitrogen Depletion 3 d',0
YBR143C,'Nitrogen Depletion 5 d',0
YBR143C,'Nitrogen Depletion 8 h',0
YBR143C,'YPD 1 d ypd-2',0
YBR143C,'YPD 10 h ypd-2',0
YBR143C,'YPD 12 h ypd-2',0
YBR143C,'YPD 2 d ypd-2',0
YBR143C,'YPD 3 d ypd-2',0
YBR143C,'YPD 5 d ypd-2',0
YBR143C,'YPD 6 h ypd-2',0
YBR143C,'YPD 8 h ypd-2',0
YBR143C,'YPD stationary phase 1 d ypd-1',0
YBR143C,'YPD stationary phase 12 h ypd-1',0
YBR143C,'YPD stationary phase 13 d ypd-1',0
YBR143C,'YPD stationary phase 2 d ypd-1',0
YBR143C,'YPD stationary phase 22 d ypd-1',0
YBR143C,'YPD stationary phase 28 d ypd-1',0
YBR143C,'YPD stationary phase 3 d ypd-1',0
YBR143C,'YPD stationary phase 5 d ypd-1',0
YBR143C,'YPD stationary phase 7 d ypd-1',0
YBR143C,'aa starv 0.5 h',0
YBR143C,'diauxic shift timecourse 20.5 h',0
YBR143C,'heat shock 17 to 37, 20 minutes',0
YBR143C,'heat shock 21 to 37, 20 minutes',0
YBR143C,'heat shock 25 to 37, 20 minutes',0
YBR143C,'heat shock 29 to 37, 20 minutes',0
YBR147W,'1.5 mM diamide (10 min)',1
YBR147W,'1.5 mM diamide (30 min)',1
YBR147W,'1.5 mM diamide (40 min)',1
YBR147W,'1M sorbitol - 15 min',1
YBR147W,'2.5mM DTT 015 min dtt-1',0
YBR147W,'29C +1M sorbitol to 33C + *NO sorbitol - 30 minutes',0
YBR147W,'29C to 33C - 5 minutes',1
YBR147W,'37C to 25C shock - 15 min',0
YBR147W,'DBY7286 + 0.3 mM H2O2 (20 min)',1
YBR147W,'DBYyap1 + 0.32 mM H2O2 (20 min)',1
YBR147W,'DBYyap1- + 0.3 mM H2O2 (20 min)',1
YBR147W,'Heat Shock 000 minutes hs-2',0
YBR147W,'Heat Shock 10 minutes hs-1',1
YBR147W,'Heat Shock 15 minutes hs-1',1
YBR147W,'Heat Shock 20 minutes hs-1',1
YBR147W,'Heat Shock 30 minutes hs-1',1
YBR147W,'Heat Shock 40 minutes hs-1',1
YBR147W,'Hypo-osmotic shock - 30 min',0
YBR147W,'Nitrogen Depletion 1 d',1
YBR147W,'Nitrogen Depletion 1 h',1
YBR147W,'Nitrogen Depletion 12 h',1
YBR147W,'Nitrogen Depletion 2 d',1
YBR147W,'Nitrogen Depletion 2 h',1
YBR147W,'Nitrogen Depletion 3 d',1
YBR147W,'Nitrogen Depletion 30 min.',1
YBR147W,'Nitrogen Depletion 4 h',1
YBR147W,'Nitrogen Depletion 5 d',1
YBR147W,'Nitrogen Depletion 8 h',1
YBR147W,'YPD 1 d ypd-2',1
YBR147W,'YPD 10 h ypd-2',1
YBR147W,'YPD 12 h ypd-2',1
YBR147W,'YPD 2 d ypd-2',1
YBR147W,'YPD 3 d ypd-2',1
YBR147W,'YPD 5 d ypd-2',1
YBR147W,'YPD 6 h ypd-2',1
YBR147W,'YPD 8 h ypd-2',1
YBR147W,'YPD stationary phase 1 d ypd-1',1
YBR147W,'YPD stationary phase 12 h ypd-1',1
YBR147W,'YPD stationary phase 13 d ypd-1',1
YBR147W,'YPD stationary phase 2 d ypd-1',1
YBR147W,'YPD stationary phase 22 d ypd-1',1
YBR147W,'YPD stationary phase 28 d ypd-1',1
YBR147W,'YPD stationary phase 3 d ypd-1',1
YBR147W,'YPD stationary phase 5 d ypd-1',1
YBR147W,'YPD stationary phase 7 d ypd-1',1
YBR147W,'aa starv 0.5 h',1
YBR147W,'aa starv 1 h',1
YBR147W,'aa starv 2 h',1
YBR147W,'aa starv 4 h',1
YBR147W,'aa starv 6 h',1
YBR147W,'constant 0.32 mM H2O2 (30 min) redo',1
YBR147W,'constant 0.32 mM H2O2 (40 min) rescan',1
YBR147W,'diauxic shift timecourse 18.5 h',1
YBR147W,'diauxic shift timecourse 20.5 h',1
YBR147W,'dtt 015 min dtt-2',0
YBR147W,'ethanol vs. reference pool car-1',1
YBR147W,'glucose vs. reference pool car-1',0
YBR147W,'heat shock 17 to 37, 20 minutes',1
YBR147W,'heat shock 21 to 37, 20 minutes',1
YBR147W,'heat shock 25 to 37, 20 minutes',1
YBR147W,'heat shock 33 to 37, 20 minutes',1
YBR147W,'mannose vs. reference pool car-1',0
YBR147W,'raffinose vs. reference pool car-1',0
YBR147W,'steady-state 1M sorbitol',0
YBR147W,'sucrose vs. reference pool car-1',0
YBR149W,'1.5 mM diamide (10 min)',1
YBR149W,'1.5 mM diamide (20 min)',1
YBR149W,'1.5 mM diamide (30 min)',1
YBR149W,'1.5 mM diamide (40 min)',1
YBR149W,'1.5 mM diamide (50 min)',1
YBR149W,'1.5 mM diamide (60 min)',1
YBR149W,'2.5mM DTT 120 min dtt-1',1
YBR149W,'2.5mM DTT 180 min dtt-1',1
YBR149W,'29C +1M sorbitol to 33C + *NO sorbitol - 15 minutes',1
YBR149W,'29C +1M sorbitol to 33C + 1M sorbitol - 15 minutes',1
YBR149W,'29C to 33C - 15 minutes',1
YBR149W,'29C to 33C - 5 minutes',1
YBR149W,'DBY7286 + 0.3 mM H2O2 (20 min)',1
YBR149W,'DBY7286 37degree heat - 20 min',1
YBR149W,'DBYyap1 + 0.32 mM H2O2 (20 min)',1
YBR149W,'DBYyap1- + 0.3 mM H2O2 (20 min)',1
YBR149W,'DBYyap1- 37degree heat - 20 min (redo)',1
YBR149W,'Heat Shock 10 minutes hs-1',1
YBR149W,'Heat Shock 15 minutes hs-1',1
YBR149W,'Heat Shock 20 minutes hs-1',1
YBR149W,'Heat Shock 30 minutes hs-1',1
YBR149W,'Heat Shock 40 minutes hs-1',1
YBR149W,'Nitrogen Depletion 1 h',1
YBR149W,'Nitrogen Depletion 12 h',1
YBR149W,'Nitrogen Depletion 30 min.',1
YBR149W,'Nitrogen Depletion 8 h',1
YBR149W,'YPD stationary phase 1 d ypd-1',1
YBR149W,'YPD stationary phase 12 h ypd-1',1
YBR149W,'YPD stationary phase 2 d ypd-1',1
YBR149W,'YPD stationary phase 3 d ypd-1',1
YBR149W,'YPD stationary phase 8 h ypd-1',1
YBR149W,'constant 0.32 mM H2O2 (30 min) redo',1
YBR149W,'constant 0.32 mM H2O2 (50 min) redo',1
YBR149W,'diauxic shift timecourse 18.5 h',1
YBR149W,'diauxic shift timecourse 20.5 h',1
YBR149W,'heat shock 17 to 37, 20 minutes',1
YBR149W,'heat shock 21 to 37, 20 minutes',1
YBR149W,'heat shock 25 to 37, 20 minutes',1
YBR149W,'heat shock 29 to 37, 20 minutes',1
YBR149W,'heat shock 33 to 37, 20 minutes',1
YBR154C,'1 mM Menadione (20 min) redo',1
YBR154C,'1M sorbitol - 15 min',0
YBR154C,'2.5mM DTT 045 min dtt-1',0
YBR154C,'2.5mM DTT 090 min dtt-1',0
YBR154C,'2.5mM DTT 120 min dtt-1',0
YBR154C,'2.5mM DTT 180 min dtt-1',0
YBR154C,'Heat Shock 015 minutes hs-2',0
YBR154C,'Heat Shock 10 minutes hs-1',0
YBR154C,'Heat Shock 15 minutes hs-1',0
YBR154C,'YPD 1 d ypd-2',0
YBR154C,'YPD 10 h ypd-2',0
YBR154C,'YPD 12 h ypd-2',0
YBR154C,'YPD 2 d ypd-2',0
YBR154C,'YPD 3 d ypd-2',0
YBR154C,'YPD 5 d ypd-2',0
YBR154C,'YPD 6 h ypd-2',0
YBR154C,'YPD 8 h ypd-2',0
YBR154C,'YPD stationary phase 1 d ypd-1',0
YBR154C,'YPD stationary phase 12 h ypd-1',0
YBR154C,'YPD stationary phase 13 d ypd-1',0
YBR154C,'YPD stationary phase 2 d ypd-1',0
YBR154C,'YPD stationary phase 22 d ypd-1',0
YBR154C,'YPD stationary phase 28 d ypd-1',0
YBR154C,'YPD stationary phase 3 d ypd-1',0
YBR154C,'YPD stationary phase 5 d ypd-1',0
YBR154C,'YPD stationary phase 7 d ypd-1',0
YBR154C,'aa starv 0.5 h',0
YBR154C,'constant 0.32 mM H2O2 (30 min) redo',0
YBR154C,'constant 0.32 mM H2O2 (50 min) redo',0
YBR154C,'dtt 240 min dtt-2',0
YBR154C,'heat shock 17 to 37, 20 minutes',0
YBR154C,'heat shock 21 to 37, 20 minutes',0
YBR154C,'heat shock 25 to 37, 20 minutes',0
YBR155W,'1.5 mM diamide (10 min)',0
YBR155W,'1.5 mM diamide (20 min)',0
YBR155W,'1.5 mM diamide (30 min)',0
YBR155W,'2.5mM DTT 120 min dtt-1',0
YBR155W,'29C to 33C - 15 minutes',0
YBR155W,'DBYmsn2/4 (real strain) + 0.32 mM H2O2 (20 min)',0
YBR155W,'DBYmsn2msn4 (good strain) + 0.32 mM H2O2',0
YBR155W,'DBYyap1 + 0.32 mM H2O2 (20 min)',0
YBR155W,'Heat Shock 10 minutes hs-1',0
YBR155W,'Heat Shock 15 minutes hs-1',0
YBR155W,'Heat Shock 20 minutes hs-1',0
YBR155W,'YPD stationary phase 1 d ypd-1',0
YBR155W,'YPD stationary phase 12 h ypd-1',0
YBR155W,'YPD stationary phase 13 d ypd-1',0
YBR155W,'YPD stationary phase 2 d ypd-1',0
YBR155W,'YPD stationary phase 22 d ypd-1',0
YBR155W,'YPD stationary phase 28 d ypd-1',0
YBR155W,'YPD stationary phase 3 d ypd-1',0
YBR155W,'YPD stationary phase 5 d ypd-1',0
YBR155W,'YPD stationary phase 7 d ypd-1',0
YBR155W,'YPD stationary phase 8 h ypd-1',0
YBR155W,'diauxic shift timecourse 18.5 h',0
YBR155W,'heat shock 17 to 37, 20 minutes',0
YBR155W,'heat shock 21 to 37, 20 minutes',0
YBR155W,'heat shock 25 to 37, 20 minutes',0
YBR155W,'heat shock 29 to 37, 20 minutes',0
YBR169C,'1.5 mM diamide (10 min)',1
YBR169C,'1.5 mM diamide (20 min)',1
YBR169C,'1.5 mM diamide (30 min)',1
YBR169C,'1.5 mM diamide (40 min)',1
YBR169C,'1.5 mM diamide (50 min)',1
YBR169C,'1.5 mM diamide (60 min)',1
YBR169C,'1.5 mM diamide (90 min)',1
YBR169C,'1M sorbitol - 15 min',1
YBR169C,'1M sorbitol - 30 min',1
YBR169C,'1M sorbitol - 45 min ',1
YBR169C,'29C +1M sorbitol to 33C + *NO sorbitol - 15 minutes',1
YBR169C,'29C +1M sorbitol to 33C + *NO sorbitol - 5 minutes',1
YBR169C,'29C +1M sorbitol to 33C + 1M sorbitol - 15 minutes',1
YBR169C,'29C +1M sorbitol to 33C + 1M sorbitol - 30 minutes',1
YBR169C,'29C +1M sorbitol to 33C + 1M sorbitol - 5 minutes',1
YBR169C,'29C to 33C - 15 minutes',1
YBR169C,'29C to 33C - 30 minutes',1
YBR169C,'29C to 33C - 5 minutes',1
YBR169C,'37C to 25C shock - 60 min',0
YBR169C,'37C to 25C shock - 90 min',0
YBR169C,'DBY7286 + 0.3 mM H2O2 (20 min)',1
YBR169C,'DBY7286 37degree heat - 20 min',1
YBR169C,'DBYmsn2-4- 37degree heat - 20 min',1
YBR169C,'DBYmsn2/4 (real strain) + 37degrees (20 min)',1
YBR169C,'DBYmsn2msn4 (good strain) + 0.32 mM H2O2',1
YBR169C,'DBYyap1 + 0.32 mM H2O2 (20 min)',1
YBR169C,'DBYyap1 + 37degree heat (repeat)',1
YBR169C,'DBYyap1- + 0.3 mM H2O2 (20 min)',1
YBR169C,'DBYyap1- 37degree heat - 20 min (redo)',1
YBR169C,'Heat Shock 000 minutes hs-2',0
YBR169C,'Heat Shock 015 minutes hs-2',1
YBR169C,'Heat Shock 05 minutes hs-1',1
YBR169C,'Heat Shock 10 minutes hs-1',1
YBR169C,'Heat Shock 15 minutes hs-1',1
YBR169C,'Heat Shock 20 minutes hs-1',1
YBR169C,'Heat Shock 30 minutes hs-1',1
YBR169C,'Heat Shock 40 minutes hs-1',1
YBR169C,'Heat Shock 60 minutes hs-1',1
YBR169C,'Heat Shock 80 minutes hs-1',1
YBR169C,'Msn4 overexpression',1
YBR169C,'Nitrogen Depletion 1 d',1
YBR169C,'Nitrogen Depletion 12 h',1
YBR169C,'Nitrogen Depletion 2 d',1
YBR169C,'Nitrogen Depletion 3 d',1
YBR169C,'Nitrogen Depletion 5 d',1
YBR169C,'Nitrogen Depletion 8 h',1
YBR169C,'YP ethanol vs reference pool car-2',1
YBR169C,'YPD 1 d ypd-2',1
YBR169C,'YPD 10 h ypd-2',1
YBR169C,'YPD 12 h ypd-2',1
YBR169C,'YPD 2 d ypd-2',1
YBR169C,'YPD 3 d ypd-2',1
YBR169C,'YPD 5 d ypd-2',1
YBR169C,'YPD 6 h ypd-2',1
YBR169C,'YPD 8 h ypd-2',1
YBR169C,'YPD stationary phase 1 d ypd-1',1
YBR169C,'YPD stationary phase 12 h ypd-1',1
YBR169C,'YPD stationary phase 2 d ypd-1',1
YBR169C,'YPD stationary phase 3 d ypd-1',1
YBR169C,'YPD stationary phase 7 d ypd-1',1
YBR169C,'aa starv 0.5 h',1
YBR169C,'aa starv 1 h',1
YBR169C,'constant 0.32 mM H2O2 (40 min) rescan',1
YBR169C,'diauxic shift timecourse 18.5 h',1
YBR169C,'diauxic shift timecourse 20.5 h',1
YBR169C,'dtt 000 min dtt-2',0
YBR169C,'dtt 015 min dtt-2',0
YBR169C,'dtt 240 min dtt-2',1
YBR169C,'ethanol vs. reference pool car-1',1
YBR169C,'heat shock 17 to 37, 20 minutes',1
YBR169C,'heat shock 21 to 37, 20 minutes',1
YBR169C,'heat shock 25 to 37, 20 minutes',1
YBR169C,'heat shock 29 to 37, 20 minutes',1
YBR169C,'heat shock 33 to 37, 20 minutes',1
YBR181C,'1M sorbitol - 15 min',0
YBR181C,'2.5mM DTT 120 min dtt-1',0
YBR181C,'2.5mM DTT 180 min dtt-1',0
YBR181C,'37C to 25C shock - 60 min',1
YBR181C,'37C to 25C shock - 90 min',1
YBR181C,'DBY7286 37degree heat - 20 min',0
YBR181C,'DBYmsn2-4- 37degree heat - 20 min',0
YBR181C,'DBYyap1 + 0.32 mM H2O2 (20 min)',0
YBR181C,'DBYyap1 + 37degree heat (repeat)',0
YBR181C,'DBYyap1- 37degree heat - 20 min (redo)',0
YBR181C,'Heat Shock 000 minutes hs-2',1
YBR181C,'Heat Shock 015 minutes hs-2',0
YBR181C,'Heat Shock 10 minutes hs-1',0
YBR181C,'Heat Shock 15 minutes hs-1',0
YBR181C,'Heat Shock 20 minutes hs-1',0
YBR181C,'Heat Shock 30 minutes hs-1',0
YBR181C,'Heat Shock 40 minutes hs-1',0
YBR181C,'Nitrogen Depletion 1 h',0
YBR181C,'Nitrogen Depletion 12 h',0
YBR181C,'Nitrogen Depletion 30 min.',0
YBR181C,'Nitrogen Depletion 8 h',0
YBR181C,'YPD 1 d ypd-2',0
YBR181C,'YPD 10 h ypd-2',0
YBR181C,'YPD 12 h ypd-2',0
YBR181C,'YPD 2 d ypd-2',0
YBR181C,'YPD 3 d ypd-2',0
YBR181C,'YPD 5 d ypd-2',0
YBR181C,'YPD 6 h ypd-2',0
YBR181C,'YPD 8 h ypd-2',0
YBR181C,'YPD stationary phase 1 d ypd-1',0
YBR181C,'YPD stationary phase 12 h ypd-1',0
YBR181C,'YPD stationary phase 13 d ypd-1',0
YBR181C,'YPD stationary phase 2 d ypd-1',0
YBR181C,'YPD stationary phase 22 d ypd-1',0
YBR181C,'YPD stationary phase 28 d ypd-1',0
YBR181C,'YPD stationary phase 3 d ypd-1',0
YBR181C,'YPD stationary phase 5 d ypd-1',0
YBR181C,'YPD stationary phase 7 d ypd-1',0
YBR181C,'aa starv 0.5 h',0
YBR181C,'aa starv 1 h',0
YBR181C,'constant 0.32 mM H2O2 (20 min) redo',0
YBR181C,'diauxic shift timecourse 18.5 h',0
YBR181C,'diauxic shift timecourse 20.5 h',0
YBR181C,'dtt 000 min dtt-2',1
YBR181C,'dtt 240 min dtt-2',0
YBR181C,'heat shock 17 to 37, 20 minutes',0
YBR181C,'heat shock 21 to 37, 20 minutes',0
YBR181C,'heat shock 25 to 37, 20 minutes',0
YBR181C,'heat shock 29 to 37, 20 minutes',0
YBR183W,'1.5 mM diamide (10 min)',1
YBR183W,'1.5 mM diamide (20 min)',1
YBR183W,'1.5 mM diamide (30 min)',1
YBR183W,'1.5 mM diamide (60 min)',1
YBR183W,'1M sorbitol - 15 min',1
YBR183W,'1M sorbitol - 30 min',1
YBR183W,'1M sorbitol - 45 min ',1
YBR183W,'2.5mM DTT 005 min dtt-1',0
YBR183W,'2.5mM DTT 015 min dtt-1',0
YBR183W,'29C +1M sorbitol to 33C + *NO sorbitol - 30 minutes',0
YBR183W,'37C to 25C shock - 45 min',0
YBR183W,'DBY7286 + 0.3 mM H2O2 (20 min)',1
YBR183W,'DBYyap1 + 0.32 mM H2O2 (20 min)',1
YBR183W,'DBYyap1- + 0.3 mM H2O2 (20 min)',1
YBR183W,'DBYyap1- 37degree heat - 20 min (redo)',1
YBR183W,'Heat Shock 015 minutes hs-2',1
YBR183W,'Heat Shock 05 minutes hs-1',1
YBR183W,'Heat Shock 10 minutes hs-1',1
YBR183W,'Heat Shock 15 minutes hs-1',1
YBR183W,'Heat Shock 20 minutes hs-1',1
YBR183W,'Heat Shock 30 minutes hs-1',1
YBR183W,'YPD 1 d ypd-2',1
YBR183W,'YPD 10 h ypd-2',1
YBR183W,'YPD 12 h ypd-2',1
YBR183W,'YPD 2 d ypd-2',1
YBR183W,'YPD 3 d ypd-2',1
YBR183W,'YPD 5 d ypd-2',1
YBR183W,'YPD 6 h ypd-2',1
YBR183W,'YPD 8 h ypd-2',1
YBR183W,'YPD stationary phase 1 d ypd-1',1
YBR183W,'YPD stationary phase 12 h ypd-1',1
YBR183W,'YPD stationary phase 13 d ypd-1',1
YBR183W,'YPD stationary phase 2 d ypd-1',1
YBR183W,'YPD stationary phase 22 d ypd-1',1
YBR183W,'YPD stationary phase 28 d ypd-1',1
YBR183W,'YPD stationary phase 3 d ypd-1',1
YBR183W,'YPD stationary phase 5 d ypd-1',1
YBR183W,'YPD stationary phase 7 d ypd-1',1
YBR183W,'YPD stationary phase 8 h ypd-1',1
YBR183W,'aa starv 0.5 h',1
YBR183W,'constant 0.32 mM H2O2 (120 min) redo',1
YBR183W,'diauxic shift timecourse 18.5 h',1
YBR183W,'diauxic shift timecourse 20.5 h',1
YBR183W,'dtt 240 min dtt-2',1
YBR183W,'heat shock 17 to 37, 20 minutes',1
YBR183W,'heat shock 21 to 37, 20 minutes',1
YBR183W,'heat shock 25 to 37, 20 minutes',1
YBR183W,'heat shock 29 to 37, 20 minutes',1
YBR183W,'heat shock 33 to 37, 20 minutes',1
YBR189W,'2.5mM DTT 120 min dtt-1',0
YBR189W,'2.5mM DTT 180 min dtt-1',0
YBR189W,'37C to 25C shock - 60 min',1
YBR189W,'37C to 25C shock - 90 min',1
YBR189W,'DBY7286 37degree heat - 20 min',0
YBR189W,'DBYmsn2-4- 37degree heat - 20 min',0
YBR189W,'DBYyap1 + 0.32 mM H2O2 (20 min)',0
YBR189W,'DBYyap1 + 37degree heat (repeat)',0
YBR189W,'DBYyap1- 37degree heat - 20 min (redo)',0
YBR189W,'Heat Shock 000 minutes hs-2',1
YBR189W,'Heat Shock 015 minutes hs-2',0
YBR189W,'Heat Shock 10 minutes hs-1',0
YBR189W,'Heat Shock 15 minutes hs-1',0
YBR189W,'Heat Shock 20 minutes hs-1',0
YBR189W,'Heat Shock 30 minutes hs-1',0
YBR189W,'Heat Shock 40 minutes hs-1',0
YBR189W,'Nitrogen Depletion 1 d',0
YBR189W,'Nitrogen Depletion 1 h',0
YBR189W,'Nitrogen Depletion 12 h',0
YBR189W,'Nitrogen Depletion 2 d',0
YBR189W,'Nitrogen Depletion 3 d',0
YBR189W,'Nitrogen Depletion 30 min.',0
YBR189W,'Nitrogen Depletion 5 d',0
YBR189W,'Nitrogen Depletion 8 h',0
YBR189W,'YPD 1 d ypd-2',0
YBR189W,'YPD 10 h ypd-2',0
YBR189W,'YPD 12 h ypd-2',0
YBR189W,'YPD 2 d ypd-2',0
YBR189W,'YPD 3 d ypd-2',0
YBR189W,'YPD 5 d ypd-2',0
YBR189W,'YPD 6 h ypd-2',0
YBR189W,'YPD 8 h ypd-2',0
YBR189W,'YPD stationary phase 1 d ypd-1',0
YBR189W,'YPD stationary phase 12 h ypd-1',0
YBR189W,'YPD stationary phase 13 d ypd-1',0
YBR189W,'YPD stationary phase 2 d ypd-1',0
YBR189W,'YPD stationary phase 22 d ypd-1',0
YBR189W,'YPD stationary phase 28 d ypd-1',0
YBR189W,'YPD stationary phase 3 d ypd-1',0
YBR189W,'YPD stationary phase 5 d ypd-1',0
YBR189W,'YPD stationary phase 7 d ypd-1',0
YBR189W,'aa starv 0.5 h',0
YBR189W,'constant 0.32 mM H2O2 (20 min) redo',0
YBR189W,'constant 0.32 mM H2O2 (30 min) redo',0
YBR189W,'diauxic shift timecourse 18.5 h',0
YBR189W,'diauxic shift timecourse 20.5 h',0
YBR189W,'dtt 000 min dtt-2',1
YBR189W,'dtt 015 min dtt-2',1
YBR189W,'dtt 240 min dtt-2',0
YBR189W,'heat shock 17 to 37, 20 minutes',0
YBR189W,'heat shock 21 to 37, 20 minutes',0
YBR189W,'heat shock 25 to 37, 20 minutes',0
YBR189W,'heat shock 29 to 37, 20 minutes',0
YBR191W,'2.5mM DTT 180 min dtt-1',0
YBR191W,'37C to 25C shock - 60 min',1
YBR191W,'37C to 25C shock - 90 min',1
YBR191W,'DBY7286 37degree heat - 20 min',0
YBR191W,'DBYmsn2-4- 37degree heat - 20 min',0
YBR191W,'DBYyap1 + 0.32 mM H2O2 (20 min)',0
YBR191W,'DBYyap1 + 37degree heat (repeat)',0
YBR191W,'DBYyap1- 37degree heat - 20 min (redo)',0
YBR191W,'Heat Shock 000 minutes hs-2',1
YBR191W,'Heat Shock 10 minutes hs-1',0
YBR191W,'Heat Shock 15 minutes hs-1',0
YBR191W,'Heat Shock 20 minutes hs-1',0
YBR191W,'Heat Shock 30 minutes hs-1',0
YBR191W,'Heat Shock 40 minutes hs-1',0
YBR191W,'Nitrogen Depletion 1 h',0
YBR191W,'Nitrogen Depletion 12 h',0
YBR191W,'Nitrogen Depletion 30 min.',0
YBR191W,'Nitrogen Depletion 8 h',0
YBR191W,'YPD 1 d ypd-2',0
YBR191W,'YPD 10 h ypd-2',0
YBR191W,'YPD 12 h ypd-2',0
YBR191W,'YPD 2 d ypd-2',0
YBR191W,'YPD 3 d ypd-2',0
YBR191W,'YPD 5 d ypd-2',0
YBR191W,'YPD 6 h ypd-2',0
YBR191W,'YPD 8 h ypd-2',0
YBR191W,'YPD stationary phase 1 d ypd-1',0
YBR191W,'YPD stationary phase 12 h ypd-1',0
YBR191W,'YPD stationary phase 13 d ypd-1',0
YBR191W,'YPD stationary phase 2 d ypd-1',0
YBR191W,'YPD stationary phase 22 d ypd-1',0
YBR191W,'YPD stationary phase 28 d ypd-1',0
YBR191W,'YPD stationary phase 3 d ypd-1',0
YBR191W,'YPD stationary phase 5 d ypd-1',0
YBR191W,'YPD stationary phase 7 d ypd-1',0
YBR191W,'aa starv 0.5 h',0
YBR191W,'constant 0.32 mM H2O2 (20 min) redo',0
YBR191W,'constant 0.32 mM H2O2 (30 min) redo',0
YBR191W,'diauxic shift timecourse 18.5 h',0
YBR191W,'diauxic shift timecourse 20.5 h',0
YBR191W,'dtt 000 min dtt-2',1
YBR191W,'dtt 015 min dtt-2',1
YBR191W,'dtt 240 min dtt-2',0
YBR191W,'heat shock 17 to 37, 20 minutes',0
YBR191W,'heat shock 21 to 37, 20 minutes',0
YBR191W,'heat shock 25 to 37, 20 minutes',0
YBR191W,'heat shock 29 to 37, 20 minutes',0
YBR204C,'1.5 mM diamide (40 min)',1
YBR204C,'DBY7286 + 0.3 mM H2O2 (20 min)',1
YBR204C,'DBYyap1 + 0.32 mM H2O2 (20 min)',1
YBR204C,'DBYyap1- + 0.3 mM H2O2 (20 min)',1
YBR204C,'Heat Shock 10 minutes hs-1',1
YBR204C,'Heat Shock 15 minutes hs-1',1
YBR204C,'YPD 3 d ypd-2',1
YBR204C,'YPD 6 h ypd-2',1
YBR204C,'YPD stationary phase 12 h ypd-1',1
YBR204C,'YPD stationary phase 3 d ypd-1',1
YBR204C,'heat shock 17 to 37, 20 minutes',1
YBR212W,'2.5mM DTT 060 min dtt-1',1
YBR212W,'Heat Shock 15 minutes hs-1',1
YBR212W,'YPD 1 d ypd-2',1
YBR212W,'YPD 10 h ypd-2',1
YBR212W,'YPD 12 h ypd-2',1
YBR212W,'YPD 2 d ypd-2',1
YBR212W,'YPD 3 d ypd-2',1
YBR212W,'YPD 5 d ypd-2',1
YBR212W,'YPD 6 h ypd-2',1
YBR212W,'YPD 8 h ypd-2',1
YBR212W,'YPD stationary phase 1 d ypd-1',1
YBR212W,'YPD stationary phase 12 h ypd-1',1
YBR212W,'YPD stationary phase 13 d ypd-1',1
YBR212W,'YPD stationary phase 2 d ypd-1',1
YBR212W,'YPD stationary phase 22 d ypd-1',1
YBR212W,'YPD stationary phase 28 d ypd-1',1
YBR212W,'YPD stationary phase 3 d ypd-1',1
YBR212W,'YPD stationary phase 5 d ypd-1',1
YBR212W,'YPD stationary phase 7 d ypd-1',1
YBR212W,'diauxic shift timecourse 20.5 h',1
YBR212W,'heat shock 21 to 37, 20 minutes',1
YBR212W,'heat shock 25 to 37, 20 minutes',1
YBR212W,'heat shock 29 to 37, 20 minutes',1
YBR214W,'1.5 mM diamide (10 min)',1
YBR214W,'1.5 mM diamide (20 min)',1
YBR214W,'1.5 mM diamide (30 min)',1
YBR214W,'29C to 33C - 15 minutes',1
YBR214W,'37C to 25C shock - 15 min',0
YBR214W,'37C to 25C shock - 30 min',1
YBR214W,'37C to 25C shock - 45 min',0
YBR214W,'37C to 25C shock - 60 min',0
YBR214W,'DBYyap1 + 0.32 mM H2O2 (20 min)',1
YBR214W,'Heat Shock 000 minutes hs-2',0
YBR214W,'Heat Shock 05 minutes hs-1',1
