@relation mediamill-train-exp1

@attribute Att1 numeric
@attribute Att2 numeric
@attribute Att3 numeric
@attribute Att4 numeric
@attribute Att5 numeric
@attribute Att6 numeric
@attribute Att7 numeric
@attribute Att8 numeric
@attribute Att9 numeric
@attribute Att10 numeric
@attribute Att11 numeric
@attribute Att12 numeric
@attribute Att13 numeric
@attribute Att14 numeric
@attribute Att15 numeric
@attribute Att16 numeric
@attribute Att17 numeric
@attribute Att18 numeric
@attribute Att19 numeric
@attribute Att20 numeric
@attribute Att21 numeric
@attribute Att22 numeric
@attribute Att23 numeric
@attribute Att24 numeric
@attribute Att25 numeric
@attribute Att26 numeric
@attribute Att27 numeric
@attribute Att28 numeric
@attribute Att29 numeric
@attribute Att30 numeric
@attribute Att31 numeric
@attribute Att32 numeric
@attribute Att33 numeric
@attribute Att34 numeric
@attribute Att35 numeric
@attribute Att36 numeric
@attribute Att37 numeric
@attribute Att38 numeric
@attribute Att39 numeric
@attribute Att40 numeric
@attribute Att41 numeric
@attribute Att42 numeric
@attribute Att43 numeric
@attribute Att44 numeric
@attribute Att45 numeric
@attribute Att46 numeric
@attribute Att47 numeric
@attribute Att48 numeric
@attribute Att49 numeric
@attribute Att50 numeric
@attribute Att51 numeric
@attribute Att52 numeric
@attribute Att53 numeric
@attribute Att54 numeric
@attribute Att55 numeric
@attribute Att56 numeric
@attribute Att57 numeric
@attribute Att58 numeric
@attribute Att59 numeric
@attribute Att60 numeric
@attribute Att61 numeric
@attribute Att62 numeric
@attribute Att63 numeric
@attribute Att64 numeric
@attribute Att65 numeric
@attribute Att66 numeric
@attribute Att67 numeric
@attribute Att68 numeric
@attribute Att69 numeric
@attribute Att70 numeric
@attribute Att71 numeric
@attribute Att72 numeric
@attribute Att73 numeric
@attribute Att74 numeric
@attribute Att75 numeric
@attribute Att76 numeric
@attribute Att77 numeric
@attribute Att78 numeric
@attribute Att79 numeric
@attribute Att80 numeric
@attribute Att81 numeric
@attribute Att82 numeric
@attribute Att83 numeric
@attribute Att84 numeric
@attribute Att85 numeric
@attribute Att86 numeric
@attribute Att87 numeric
@attribute Att88 numeric
@attribute Att89 numeric
@attribute Att90 numeric
@attribute Att91 numeric
@attribute Att92 numeric
@attribute Att93 numeric
@attribute Att94 numeric
@attribute Att95 numeric
@attribute Att96 numeric
@attribute Att97 numeric
@attribute Att98 numeric
@attribute Att99 numeric
@attribute Att100 numeric
@attribute Att101 numeric
@attribute Att102 numeric
@attribute Att103 numeric
@attribute Att104 numeric
@attribute Att105 numeric
@attribute Att106 numeric
@attribute Att107 numeric
@attribute Att108 numeric
@attribute Att109 numeric
@attribute Att110 numeric
@attribute Att111 numeric
@attribute Att112 numeric
@attribute Att113 numeric
@attribute Att114 numeric
@attribute Att115 numeric
@attribute Att116 numeric
@attribute Att117 numeric
@attribute Att118 numeric
@attribute Att119 numeric
@attribute Att120 numeric
@attribute Class1 {0,1}
@attribute Class2 {0,1}
@attribute Class3 {0,1}
@attribute Class4 {0,1}
@attribute Class5 {0,1}
@attribute Class6 {0,1}
@attribute Class7 {0,1}
@attribute Class8 {0,1}
@attribute Class9 {0,1}
@attribute Class10 {0,1}
@attribute Class11 {0,1}
@attribute Class12 {0,1}
@attribute Class13 {0,1}
@attribute Class14 {0,1}
@attribute Class15 {0,1}
@attribute Class16 {0,1}
@attribute Class17 {0,1}
@attribute Class18 {0,1}
@attribute Class19 {0,1}
@attribute Class20 {0,1}
@attribute Class21 {0,1}
@attribute Class22 {0,1}
@attribute Class23 {0,1}
@attribute Class24 {0,1}
@attribute Class25 {0,1}
@attribute Class26 {0,1}
@attribute Class27 {0,1}
@attribute Class28 {0,1}
@attribute Class29 {0,1}
@attribute Class30 {0,1}
@attribute Class31 {0,1}
@attribute Class32 {0,1}
@attribute Class33 {0,1}
@attribute Class34 {0,1}
@attribute Class35 {0,1}
@attribute Class36 {0,1}
@attribute Class37 {0,1}
@attribute Class38 {0,1}
@attribute Class39 {0,1}
@attribute Class40 {0,1}
@attribute Class41 {0,1}
@attribute Class42 {0,1}
@attribute Class43 {0,1}
@attribute Class44 {0,1}
@attribute Class45 {0,1}
@attribute Class46 {0,1}
@attribute Class47 {0,1}
@attribute Class48 {0,1}
@attribute Class49 {0,1}
@attribute Class50 {0,1}
@attribute Class51 {0,1}
@attribute Class52 {0,1}
@attribute Class53 {0,1}
@attribute Class54 {0,1}
@attribute Class55 {0,1}
@attribute Class56 {0,1}
@attribute Class57 {0,1}
@attribute Class58 {0,1}
@attribute Class59 {0,1}
@attribute Class60 {0,1}
@attribute Class61 {0,1}
@attribute Class62 {0,1}
@attribute Class63 {0,1}
@attribute Class64 {0,1}
@attribute Class65 {0,1}
@attribute Class66 {0,1}
@attribute Class67 {0,1}
@attribute Class68 {0,1}
@attribute Class69 {0,1}
@attribute Class70 {0,1}
@attribute Class71 {0,1}
@attribute Class72 {0,1}
@attribute Class73 {0,1}
@attribute Class74 {0,1}
@attribute Class75 {0,1}
@attribute Class76 {0,1}
@attribute Class77 {0,1}
@attribute Class78 {0,1}
@attribute Class79 {0,1}
@attribute Class80 {0,1}
@attribute Class81 {0,1}
@attribute Class82 {0,1}
@attribute Class83 {0,1}
@attribute Class84 {0,1}
@attribute Class85 {0,1}
@attribute Class86 {0,1}
@attribute Class87 {0,1}
@attribute Class88 {0,1}
@attribute Class89 {0,1}
@attribute Class90 {0,1}
@attribute Class91 {0,1}
@attribute Class92 {0,1}
@attribute Class93 {0,1}
@attribute Class94 {0,1}
@attribute Class95 {0,1}
@attribute Class96 {0,1}
@attribute Class97 {0,1}
@attribute Class98 {0,1}
@attribute Class99 {0,1}
@attribute Class100 {0,1}
@attribute Class101 {0,1}

@data
0.529182,0.519315,0.42927,0.476706,0.26798,0.43609,0.380963,0.502269,0.379778,0.337847,0.081423,0.249488,0.200181,0.375393,0.253837,0.616321,0.588635,0.490946,0.569106,0.317453,0.500954,0.444932,0.568764,0.434218,0.393131,0.098271,0.292146,0.238108,0.443988,0.299598,0.468022,0.436418,0.350654,0.457579,0.300543,0.435359,0.355068,0.420222,0.376995,0.326178,0.099169,0.281581,0.229732,0.40101,0.282775,0.70003,0.671817,0.56455,0.713993,0.571846,0.632468,0.579357,0.608346,0.622645,0.565055,0.24145,0.586231,0.51162,0.661649,0.546899,0.484445,0.51013,0.50664,0.47918,0.204646,0.425335,0.322096,0.497976,0.341374,0.317264,0.077106,0.302717,0.14233,0.354092,0.201891,0.54836,0.577179,0.563335,0.559727,0.239775,0.480162,0.373781,0.553076,0.395802,0.364882,0.091575,0.352988,0.166637,0.409195,0.238171,0.437976,0.39338,0.362997,0.433725,0.259927,0.405814,0.31353,0.372013,0.359172,0.314764,0.108254,0.351085,0.189943,0.380675,0.250028,0.654218,0.617819,0.58121,0.680275,0.486107,0.607146,0.523071,0.552226,0.57895,0.526907,0.220246,0.610611,0.398598,0.621092,0.464875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.40765,0.472273,0.515967,0.365971,0.183959,0.338459,0.335757,0.506411,0.279132,0.259808,0.053948,0.181512,0.145153,0.258627,0.172106,0.558584,0.575832,0.652936,0.463579,0.311201,0.486361,0.407906,0.618642,0.417965,0.400301,0.110381,0.333384,0.270033,0.371755,0.296427,0.383719,0.37887,0.352974,0.368846,0.240981,0.36601,0.322033,0.395046,0.302681,0.28092,0.085021,0.244442,0.201048,0.310251,0.226992,0.664013,0.663909,0.64469,0.629222,0.489701,0.6411,0.562867,0.671233,0.578916,0.560465,0.23071,0.539111,0.454002,0.559321,0.470377,0.333911,0.445789,0.503529,0.397548,0.129913,0.333553,0.287925,0.48459,0.226261,0.213635,0.045667,0.194822,0.092595,0.241781,0.127072,0.476555,0.545465,0.594663,0.506497,0.209329,0.460811,0.364989,0.604014,0.328606,0.315434,0.080126,0.307722,0.155672,0.34988,0.206899,0.354634,0.37457,0.376148,0.404868,0.184536,0.365716,0.305015,0.38551,0.269353,0.246915,0.073338,0.25714,0.138769,0.299983,0.179662,0.623134,0.653573,0.649732,0.674049,0.416525,0.62109,0.515965,0.625583,0.504628,0.495129,0.211185,0.521329,0.324927,0.561651,0.396437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.466808,0.451557,0.412761,0.359172,0.270485,0.384439,0.306706,0.448606,0.376855,0.349203,0.092681,0.272863,0.230866,0.314543,0.26266,0.581279,0.587603,0.54358,0.488857,0.369133,0.489971,0.414194,0.603785,0.486493,0.476397,0.154061,0.392087,0.33136,0.417025,0.35727,0.408599,0.361373,0.310623,0.33611,0.318632,0.375692,0.276769,0.362347,0.370292,0.341281,0.145125,0.319659,0.27891,0.343153,0.308108,0.673925,0.635089,0.589525,0.617674,0.609091,0.643441,0.50623,0.657931,0.653531,0.629201,0.416607,0.615165,0.567103,0.626342,0.596507,0.412219,0.364428,0.390237,0.349223,0.277579,0.380791,0.251651,0.414946,0.346656,0.349765,0.113684,0.356873,0.228507,0.345786,0.269738,0.507874,0.466294,0.52546,0.44316,0.409015,0.473548,0.320004,0.548585,0.444908,0.462537,0.196056,0.471957,0.356864,0.448562,0.384109,0.371568,0.28781,0.27928,0.308895,0.313054,0.350009,0.237584,0.307963,0.351559,0.33666,0.146971,0.375429,0.257031,0.355562,0.298247,0.598384,0.541805,0.570455,0.575046,0.560756,0.588699,0.445975,0.590562,0.595282,0.565555,0.323692,0.599265,0.477085,0.59821,0.525138,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
0.45538,0.331956,0.296821,0.260257,0.340453,0.333903,0.231214,0.316727,0.411022,0.397615,0.163987,0.367729,0.32126,0.313629,0.333575,0.606263,0.497199,0.475647,0.380756,0.435315,0.44144,0.341848,0.487205,0.536089,0.521179,0.251423,0.482945,0.419897,0.415643,0.428379,0.36523,0.270069,0.224781,0.237235,0.363591,0.302574,0.198005,0.253167,0.373092,0.363332,0.236954,0.376526,0.359932,0.312537,0.361444,0.674645,0.585422,0.491033,0.546277,0.645544,0.568984,0.436326,0.5453,0.645924,0.649039,0.588981,0.627925,0.647237,0.597643,0.646998,0.463787,0.329246,0.323979,0.316866,0.319992,0.353806,0.223739,0.347417,0.394056,0.383405,0.145571,0.420884,0.255175,0.377779,0.309918,0.568959,0.444453,0.460703,0.41802,0.39825,0.441725,0.304212,0.464193,0.474904,0.470875,0.195684,0.517737,0.320785,0.470685,0.382237,0.362442,0.233851,0.218415,0.247293,0.355419,0.293896,0.187534,0.249375,0.355683,0.350671,0.197691,0.406827,0.305349,0.34996,0.342962,0.613793,0.462504,0.484585,0.468212,0.609097,0.51755,0.377457,0.512021,0.582263,0.596271,0.408411,0.647738,0.537163,0.593572,0.606833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0.500734,0.444952,0.40707,0.327374,0.281132,0.351992,0.293187,0.403205,0.398494,0.36644,0.109247,0.287815,0.243784,0.308584,0.277343,0.613013,0.60914,0.542194,0.439627,0.39699,0.436143,0.380876,0.530032,0.541071,0.479334,0.169035,0.417112,0.36227,0.407361,0.392648,0.395308,0.327844,0.271438,0.298832,0.335843,0.330162,0.246785,0.296348,0.373308,0.356005,0.179998,0.342905,0.310806,0.329249,0.332129,0.701337,0.683788,0.60808,0.66119,0.646481,0.586625,0.536946,0.601956,0.678114,0.640165,0.457543,0.602527,0.607335,0.636155,0.650952,0.464662,0.448207,0.438555,0.401519,0.228477,0.359898,0.270616,0.410072,0.354692,0.326758,0.097128,0.326793,0.169447,0.342324,0.225452,0.555951,0.593969,0.5655,0.520747,0.310224,0.430522,0.349084,0.497279,0.448146,0.408388,0.135254,0.422168,0.237369,0.429407,0.300727,0.389057,0.32162,0.286982,0.335903,0.28797,0.326844,0.247772,0.287595,0.349524,0.32886,0.143918,0.356073,0.232314,0.350505,0.277345,0.645096,0.613864,0.558394,0.632353,0.554208,0.552534,0.492045,0.535292,0.604041,0.563093,0.327934,0.597997,0.46688,0.603614,0.529552,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.49163,0.458334,0.431644,0.357759,0.279015,0.396033,0.317573,0.469305,0.388355,0.364906,0.093003,0.282286,0.239124,0.317959,0.26959,0.593829,0.571999,0.564687,0.450053,0.398642,0.497462,0.403792,0.605803,0.501163,0.499781,0.181601,0.4552,0.381774,0.410728,0.386972,0.433908,0.374728,0.319198,0.351109,0.330121,0.404271,0.293493,0.381355,0.387702,0.357257,0.129831,0.33568,0.289532,0.357914,0.316979,0.686827,0.640497,0.589155,0.603633,0.602526,0.663127,0.529924,0.675984,0.627024,0.626505,0.341685,0.65573,0.585873,0.615715,0.584918,0.448151,0.451959,0.493928,0.426389,0.217884,0.410251,0.293074,0.505283,0.333543,0.315618,0.07941,0.311521,0.158108,0.338753,0.212519,0.551311,0.551971,0.610031,0.522018,0.3538,0.505639,0.36946,0.620571,0.441692,0.447954,0.152993,0.471024,0.279195,0.456714,0.329915,0.404242,0.348505,0.339652,0.384148,0.269889,0.392167,0.282853,0.365729,0.346671,0.316174,0.114867,0.354762,0.208959,0.363397,0.258527,0.642226,0.589639,0.626052,0.630917,0.525349,0.631168,0.496227,0.616223,0.566083,0.561789,0.272335,0.62852,0.450731,0.611625,0.487629,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.535564,0.446197,0.359845,0.396744,0.354089,0.429445,0.313921,0.418455,0.45659,0.396347,0.121536,0.336992,0.285073,0.395119,0.337303,0.629761,0.593331,0.513421,0.4836,0.436764,0.492141,0.382928,0.537971,0.541238,0.473874,0.157861,0.416641,0.363518,0.468677,0.414429,0.441118,0.346393,0.278265,0.345337,0.396283,0.399844,0.27262,0.335634,0.433793,0.385966,0.160665,0.380201,0.343402,0.398493,0.381224,0.703424,0.653732,0.610728,0.643971,0.656682,0.614001,0.500362,0.635422,0.691384,0.617495,0.33768,0.612292,0.596335,0.664973,0.642902,0.516219,0.425196,0.407053,0.423681,0.286192,0.41638,0.285592,0.422886,0.415154,0.375449,0.112407,0.393852,0.210315,0.406508,0.280168,0.606054,0.548006,0.54149,0.523578,0.372263,0.486337,0.357046,0.52644,0.505617,0.457012,0.156031,0.486824,0.278289,0.49555,0.355454,0.406749,0.290352,0.264593,0.324118,0.349759,0.355697,0.24569,0.295615,0.394068,0.356352,0.163392,0.417496,0.282398,0.391424,0.333664,0.66199,0.550323,0.525058,0.585198,0.60987,0.585236,0.447569,0.53506,0.639656,0.585833,0.34993,0.655104,0.523348,0.641431,0.575887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0
0.526043,0.449415,0.389047,0.363963,0.32095,0.402485,0.306172,0.425425,0.41334,0.372292,0.113319,0.313604,0.26543,0.360159,0.306571,0.640057,0.577557,0.542616,0.458573,0.436126,0.482815,0.384132,0.545977,0.507659,0.457907,0.159857,0.425153,0.363683,0.470463,0.40645,0.449685,0.353964,0.289748,0.347056,0.382033,0.399451,0.278347,0.345666,0.407704,0.368623,0.153825,0.374243,0.325437,0.397735,0.363121,0.715017,0.621555,0.55932,0.675123,0.645629,0.595283,0.547703,0.597353,0.640308,0.620262,0.326702,0.64688,0.580967,0.66853,0.612433,0.442818,0.371064,0.364718,0.314769,0.265781,0.338427,0.223834,0.381039,0.344231,0.34538,0.122042,0.366085,0.217738,0.331978,0.261349,0.557189,0.513945,0.495832,0.406444,0.399304,0.40893,0.293889,0.483211,0.457473,0.446517,0.192283,0.513686,0.335556,0.438362,0.384141,0.350626,0.244513,0.234572,0.261538,0.35106,0.303843,0.196965,0.265515,0.331187,0.336092,0.198151,0.399666,0.317413,0.344878,0.341185,0.632284,0.562309,0.523565,0.64521,0.643124,0.543379,0.469718,0.512318,0.57128,0.582296,0.437925,0.667726,0.619743,0.623411,0.626064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.532926,0.518786,0.478178,0.389353,0.250003,0.389233,0.345639,0.493319,0.378258,0.342704,0.081091,0.243547,0.197409,0.321536,0.240816,0.623799,0.611594,0.576091,0.481348,0.302983,0.454833,0.41157,0.587529,0.44447,0.405854,0.102809,0.29756,0.239782,0.390136,0.288763,0.479151,0.434815,0.376865,0.396855,0.288404,0.400024,0.327744,0.42321,0.381494,0.344431,0.103371,0.28318,0.236331,0.352639,0.276547,0.715005,0.676085,0.605409,0.646631,0.546137,0.597093,0.53975,0.656256,0.637073,0.581834,0.238555,0.521656,0.486594,0.590914,0.53426,0.470017,0.499482,0.517818,0.450177,0.197015,0.403171,0.305033,0.507341,0.328733,0.309034,0.073626,0.291491,0.138848,0.333415,0.195881,0.549338,0.582707,0.609381,0.537125,0.24253,0.468656,0.360229,0.579646,0.388267,0.371256,0.095113,0.354577,0.17031,0.396178,0.236249,0.433832,0.392051,0.373543,0.426834,0.248313,0.402478,0.30176,0.388593,0.346176,0.316754,0.102017,0.338156,0.184802,0.36754,0.241492,0.658198,0.614322,0.607084,0.681568,0.457366,0.604122,0.508877,0.596923,0.574059,0.531045,0.219579,0.562723,0.367143,0.588219,0.44271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.422152,0.512882,0.540342,0.396678,0.178028,0.337946,0.35537,0.546691,0.279589,0.254163,0.047423,0.165279,0.131321,0.267864,0.165075,0.539534,0.616967,0.643734,0.487941,0.249549,0.416822,0.432622,0.644131,0.370279,0.347774,0.07607,0.24043,0.193707,0.34888,0.23367,0.406142,0.438918,0.412161,0.404491,0.229995,0.367702,0.343927,0.450179,0.309086,0.2706,0.071732,0.218686,0.178909,0.314495,0.214384,0.675358,0.677413,0.66741,0.681526,0.526353,0.614604,0.584704,0.701693,0.559416,0.531147,0.229275,0.548968,0.469159,0.6147,0.496373,0.334736,0.461635,0.541864,0.396753,0.122389,0.32264,0.281571,0.506576,0.221864,0.208126,0.041047,0.185113,0.083461,0.234595,0.11933,0.437919,0.543012,0.624744,0.457218,0.177052,0.3946,0.331342,0.588906,0.293018,0.288253,0.064468,0.263473,0.12601,0.310109,0.175437,0.351455,0.396326,0.410194,0.403555,0.181443,0.352346,0.297897,0.401161,0.271105,0.237123,0.07135,0.250522,0.131664,0.291559,0.174904,0.635782,0.64873,0.682158,0.661236,0.461319,0.598155,0.526454,0.653461,0.528521,0.499919,0.235504,0.581003,0.384039,0.581858,0.43728,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.528647,0.479438,0.441403,0.343939,0.273713,0.381656,0.311587,0.446026,0.393728,0.367837,0.096872,0.279564,0.231105,0.315698,0.265923,0.619041,0.57914,0.549432,0.404844,0.354189,0.443625,0.370459,0.532754,0.480693,0.450155,0.137954,0.378713,0.31624,0.381287,0.34354,0.460962,0.37719,0.314249,0.353359,0.336323,0.400239,0.288403,0.364277,0.393228,0.368905,0.138145,0.346057,0.294903,0.366689,0.323597,0.717258,0.642919,0.567397,0.6565,0.603432,0.634483,0.529185,0.59085,0.638346,0.620241,0.339278,0.640371,0.563872,0.649004,0.580455,0.45181,0.467739,0.477892,0.385983,0.200927,0.364688,0.272325,0.467393,0.324319,0.313157,0.080341,0.296835,0.147047,0.316198,0.198734,0.567283,0.565303,0.557858,0.456808,0.295874,0.435935,0.328675,0.535978,0.43353,0.41,0.126535,0.42618,0.220988,0.415708,0.288098,0.41807,0.338901,0.313315,0.370247,0.293463,0.372903,0.27227,0.334536,0.355959,0.330168,0.134165,0.381811,0.229725,0.375829,0.281957,0.666893,0.622242,0.555509,0.648569,0.536281,0.585621,0.509971,0.536029,0.579507,0.554306,0.286639,0.64854,0.458336,0.623394,0.523942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.361453,0.486078,0.473782,0.477562,0.166322,0.345143,0.390769,0.50156,0.254318,0.213269,0.039471,0.144019,0.110239,0.29237,0.150974,0.443014,0.568445,0.564666,0.585985,0.213255,0.430608,0.452495,0.609184,0.317515,0.27159,0.053577,0.184612,0.14559,0.366081,0.199453,0.35435,0.396062,0.347117,0.455691,0.213887,0.380855,0.367762,0.402296,0.281904,0.233954,0.061823,0.192002,0.153149,0.337137,0.198045,0.617738,0.659997,0.619635,0.736694,0.447561,0.633089,0.577733,0.657952,0.490358,0.449858,0.188786,0.447606,0.364462,0.608939,0.420581,0.354433,0.483518,0.530803,0.514824,0.138776,0.381645,0.342617,0.485543,0.250954,0.212374,0.043111,0.205704,0.089431,0.287059,0.133236,0.394327,0.546896,0.600947,0.583285,0.160413,0.436166,0.387773,0.556196,0.282464,0.246533,0.050825,0.234061,0.105963,0.325459,0.156468,0.357666,0.38634,0.375015,0.462329,0.187295,0.398371,0.341723,0.375501,0.291656,0.236985,0.069076,0.25773,0.128285,0.325392,0.180415,0.570481,0.598257,0.587387,0.700092,0.383901,0.618936,0.521355,0.586007,0.501884,0.423968,0.178137,0.480408,0.290233,0.544124,0.363238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.274938,0.202368,0.186356,0.16476,0.311847,0.223226,0.150212,0.185784,0.302099,0.330262,0.237617,0.344422,0.321233,0.247702,0.315857,0.446974,0.435387,0.462861,0.294268,0.426075,0.327718,0.279828,0.401438,0.436713,0.479844,0.373379,0.479558,0.454116,0.349488,0.428545,0.255347,0.172,0.137225,0.163935,0.338481,0.228124,0.140036,0.148562,0.30207,0.332607,0.273906,0.375196,0.353339,0.266547,0.343298,0.588983,0.620865,0.561177,0.531521,0.534637,0.487701,0.442209,0.548174,0.571448,0.589852,0.503523,0.575095,0.554959,0.50852,0.536827,0.304045,0.228316,0.214357,0.222304,0.291886,0.24975,0.171887,0.219334,0.296242,0.326673,0.174923,0.332782,0.254252,0.293078,0.280808,0.398554,0.398731,0.427506,0.31949,0.385916,0.333971,0.250659,0.37679,0.377916,0.439303,0.250323,0.429952,0.346522,0.379126,0.368602,0.314613,0.2153,0.180725,0.228,0.32035,0.264278,0.176481,0.196695,0.315803,0.339428,0.194474,0.359863,0.279722,0.316678,0.306654,0.538298,0.522253,0.51945,0.481832,0.537178,0.498664,0.392852,0.509637,0.51967,0.550624,0.355851,0.563794,0.464674,0.532397,0.503433,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
