@relation CommodityTendencyPrediction

@attribute commIm01 numeric
@attribute commEx01 numeric
@attribute commIm02 numeric
@attribute commEx02 numeric
@attribute commIm03 numeric
@attribute commEx03 numeric
@attribute commIm04 numeric
@attribute commEx04 numeric
@attribute commIm05 numeric
@attribute commEx05 numeric
@attribute commIm06 numeric
@attribute commEx06 numeric
@attribute commIm07 numeric
@attribute commEx07 numeric
@attribute commIm08 numeric
@attribute commEx08 numeric
@attribute commIm09 numeric
@attribute commEx09 numeric
@attribute commIm10 numeric
@attribute commEx10 numeric
@attribute commIm11 numeric
@attribute commEx11 numeric
@attribute commIm12 numeric
@attribute commEx12 numeric
@attribute commIm13 numeric
@attribute commEx13 numeric
@attribute commIm14 numeric
@attribute commEx14 numeric
@attribute commIm15 numeric
@attribute commEx15 numeric
@attribute commIm16 numeric
@attribute commEx16 numeric
@attribute commIm17 numeric
@attribute commEx17 numeric
@attribute commIm18 numeric
@attribute commEx18 numeric
@attribute commIm19 numeric
@attribute commEx19 numeric
@attribute commIm20 numeric
@attribute commEx20 numeric
@attribute commIm21 numeric
@attribute commEx21 numeric
@attribute commIm22 numeric
@attribute commEx22 numeric
@attribute commIm23 numeric
@attribute commEx23 numeric
@attribute commIm24 numeric
@attribute commEx24 numeric
@attribute commIm25 numeric
@attribute commEx25 numeric
@attribute commIm26 numeric
@attribute commEx26 numeric
@attribute commIm27 numeric
@attribute commEx27 numeric
@attribute commIm28 numeric
@attribute commEx28 numeric
@attribute commIm29 numeric
@attribute commEx29 numeric
@attribute commIm30 numeric
@attribute commEx30 numeric
@attribute commIm31 numeric
@attribute commEx31 numeric
@attribute commIm32 numeric
@attribute commEx32 numeric
@attribute commIm33 numeric
@attribute commEx33 numeric
@attribute commIm34 numeric
@attribute commEx34 numeric
@attribute commIm35 numeric
@attribute commEx35 numeric
@attribute commIm36 numeric
@attribute commEx36 numeric
@attribute commIm37 numeric
@attribute commEx37 numeric
@attribute commIm38 numeric
@attribute commEx38 numeric
@attribute commIm39 numeric
@attribute commEx39 numeric
@attribute commIm40 numeric
@attribute commEx40 numeric
@attribute commIm41 numeric
@attribute commEx41 numeric
@attribute commIm42 numeric
@attribute commEx42 numeric
@attribute commIm43 numeric
@attribute commEx43 numeric
@attribute commIm44 numeric
@attribute commEx44 numeric
@attribute commIm45 numeric
@attribute commEx45 numeric
@attribute commIm46 numeric
@attribute commEx46 numeric
@attribute commIm47 numeric
@attribute commEx47 numeric
@attribute commIm48 numeric
@attribute commEx48 numeric
@attribute commIm49 numeric
@attribute commEx49 numeric
@attribute commIm50 numeric
@attribute commEx50 numeric
@attribute commIm51 numeric
@attribute commEx51 numeric
@attribute commIm52 numeric
@attribute commEx52 numeric
@attribute commIm53 numeric
@attribute commEx53 numeric
@attribute commIm54 numeric
@attribute commEx54 numeric
@attribute commIm55 numeric
@attribute commEx55 numeric
@attribute commIm56 numeric
@attribute commEx56 numeric
@attribute commIm57 numeric
@attribute commEx57 numeric
@attribute commIm58 numeric
@attribute commEx58 numeric
@attribute commIm59 numeric
@attribute commEx59 numeric
@attribute commIm60 numeric
@attribute commEx60 numeric
@attribute commIm61 numeric
@attribute commEx61 numeric
@attribute commIm62 numeric
@attribute commEx62 numeric
@attribute commIm63 numeric
@attribute commEx63 numeric
@attribute commIm64 numeric
@attribute commEx64 numeric
@attribute commIm65 numeric
@attribute commEx65 numeric
@attribute commIm66 numeric
@attribute commEx66 numeric
@attribute commIm67 numeric
@attribute commEx67 numeric
@attribute commIm68 numeric
@attribute commEx68 numeric
@attribute commIm69 numeric
@attribute commEx69 numeric
@attribute commIm70 numeric
@attribute commEx70 numeric
@attribute commIm71 numeric
@attribute commEx71 numeric
@attribute commIm72 numeric
@attribute commEx72 numeric
@attribute commIm73 numeric
@attribute commEx73 numeric
@attribute commIm74 numeric
@attribute commEx74 numeric
@attribute commIm75 numeric
@attribute commEx75 numeric
@attribute commIm76 numeric
@attribute commEx76 numeric
@attribute commIm78 numeric
@attribute commEx78 numeric
@attribute commIm79 numeric
@attribute commEx79 numeric
@attribute commIm80 numeric
@attribute commEx80 numeric
@attribute commIm81 numeric
@attribute commEx81 numeric
@attribute commIm82 numeric
@attribute commEx82 numeric
@attribute commIm83 numeric
@attribute commEx83 numeric
@attribute commIm84 numeric
@attribute commEx84 numeric
@attribute commIm85 numeric
@attribute commEx85 numeric
@attribute commIm86 numeric
@attribute commEx86 numeric
@attribute commIm87 numeric
@attribute commEx87 numeric
@attribute commIm88 numeric
@attribute commEx88 numeric
@attribute commIm89 numeric
@attribute commEx89 numeric
@attribute commIm90 numeric
@attribute commEx90 numeric
@attribute commIm91 numeric
@attribute commEx91 numeric
@attribute commIm92 numeric
@attribute commEx92 numeric
@attribute commIm93 numeric
@attribute commEx93 numeric
@attribute commIm94 numeric
@attribute commEx94 numeric
@attribute commIm95 numeric
@attribute commEx95 numeric
@attribute commIm96 numeric
@attribute commEx96 numeric
@attribute commIm97 numeric
@attribute commEx97 numeric
@attribute commIm99 numeric
@attribute commEx99 numeric
@attribute tendency01 {0, 1}
@attribute tendency02 {0, 1}
@attribute tendency03 {0, 1}
@attribute tendency04 {0, 1}
@attribute tendency05 {0, 1}
@attribute tendency06 {0, 1}
@attribute tendency07 {0, 1}
@attribute tendency08 {0, 1}
@attribute tendency09 {0, 1}
@attribute tendency10 {0, 1}
@attribute tendency11 {0, 1}
@attribute tendency12 {0, 1}
@attribute tendency13 {0, 1}
@attribute tendency14 {0, 1}
@attribute tendency15 {0, 1}
@attribute tendency16 {0, 1}
@attribute tendency17 {0, 1}
@attribute tendency18 {0, 1}
@attribute tendency19 {0, 1}
@attribute tendency20 {0, 1}
@attribute tendency21 {0, 1}
@attribute tendency22 {0, 1}
@attribute tendency23 {0, 1}
@attribute tendency24 {0, 1}
@attribute tendency25 {0, 1}
@attribute tendency26 {0, 1}
@attribute tendency27 {0, 1}
@attribute tendency28 {0, 1}
@attribute tendency29 {0, 1}
@attribute tendency30 {0, 1}
@attribute tendency31 {0, 1}
@attribute tendency32 {0, 1}
@attribute tendency33 {0, 1}
@attribute tendency34 {0, 1}
@attribute tendency35 {0, 1}
@attribute tendency36 {0, 1}
@attribute tendency37 {0, 1}
@attribute tendency38 {0, 1}
@attribute tendency39 {0, 1}
@attribute tendency40 {0, 1}
@attribute tendency41 {0, 1}
@attribute tendency42 {0, 1}
@attribute tendency43 {0, 1}
@attribute tendency44 {0, 1}
@attribute tendency45 {0, 1}
@attribute tendency46 {0, 1}
@attribute tendency47 {0, 1}
@attribute tendency48 {0, 1}
@attribute tendency49 {0, 1}
@attribute tendency50 {0, 1}
@attribute tendency51 {0, 1}
@attribute tendency52 {0, 1}
@attribute tendency53 {0, 1}
@attribute tendency54 {0, 1}
@attribute tendency55 {0, 1}
@attribute tendency56 {0, 1}
@attribute tendency57 {0, 1}
@attribute tendency58 {0, 1}
@attribute tendency59 {0, 1}
@attribute tendency60 {0, 1}
@attribute tendency61 {0, 1}
@attribute tendency62 {0, 1}
@attribute tendency63 {0, 1}
@attribute tendency64 {0, 1}
@attribute tendency65 {0, 1}
@attribute tendency66 {0, 1}
@attribute tendency67 {0, 1}
@attribute tendency68 {0, 1}
@attribute tendency69 {0, 1}
@attribute tendency70 {0, 1}
@attribute tendency71 {0, 1}
@attribute tendency72 {0, 1}
@attribute tendency73 {0, 1}
@attribute tendency74 {0, 1}
@attribute tendency75 {0, 1}
@attribute tendency76 {0, 1}
@attribute tendency78 {0, 1}
@attribute tendency79 {0, 1}
@attribute tendency80 {0, 1}
@attribute tendency81 {0, 1}
@attribute tendency82 {0, 1}
@attribute tendency83 {0, 1}
@attribute tendency84 {0, 1}
@attribute tendency85 {0, 1}
@attribute tendency86 {0, 1}
@attribute tendency87 {0, 1}
@attribute tendency88 {0, 1}
@attribute tendency89 {0, 1}
@attribute tendency90 {0, 1}
@attribute tendency91 {0, 1}
@attribute tendency92 {0, 1}
@attribute tendency93 {0, 1}
@attribute tendency94 {0, 1}
@attribute tendency95 {0, 1}
@attribute tendency96 {0, 1}
@attribute tendency97 {0, 1}
@attribute tendency99 {0, 1}

@data
16070191,1501702,54929069,28959582,19520780,1209732,13151658,43522544,3961511,259021,24497674,571549,45123972,3838139,60845620,6637905,26975456,2328693,55184208,2282184,19630513,1687226,10473053,12303221,5255191,1726569,356915,148564,41867962,6841938,14346752,44188072,25847377,12871166,35624583,3824047,41586855,18133368,38557853,15051005,54926524,18986593,33764408,84896379,54277105,18227353,34649587,39995620,58945590,14121722,32486320,2855253,1035100339,64355878,124697494,54628154,271086029,68448718,225982494,432160896,38579154,700032,113061828,190063542,65497604,95929778,80443159,20010076,17770222,8604866,2229152,3909256,22448955,7499343,106515403,38080809,538189294,303518868,170414368,245974616,81434560,81481675,71494273,29205158,1658152,3529591,178547326,331579009,2466421,55866,992689,39257,146950993,26034338,262572790,450560836,38978339,55973878,1260097,526385,22034185,15090082,57143509,56110531,5519541,2958803,59911296,112081441,43535418,42905523,26269397,27377978,11552717,1021529,11890198,5600752,125715263,16008573,44978671,6374307,120487713,109554107,260542294,311158340,20586765,41562273,87696843,97917166,4301370,2921784,2128028,1326746,995398,30838,59784933,105644855,59685266,19719889,114931641,100458575,24774056,16187890,479705725,267924302,309676283,238287345,79838123,32723455,43621947,19847401,275416885,394225734,7565034,3853029,34088183,26029235,1437135,32489,20407520,7130788,66618103,73444667,84245274,114828829,0,0,0,0,71933445,38095174,1267567424,1210365009,55222188,7491996,7568384,10089052,213273911,249407502,11469696,3963857,4702341,1216320,0,0,185541229,781466066,47004094,56044434,30142609,17997016,600295,481579,4564377,21918064,1,1,0,1,0,1,0,0,0,0,0,1,1,0,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,0,1,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0,0,1,1,0,0,0,1,0,0,1,1,1,0,0,0,1,1,0,1,1,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0
7097916,12070655,108689737,47963327,35498116,286430610,50048523,44168182,25806857,13099694,5569849,36550624,32197374,25614516,27985074,646000689,68638909,36648876,311977468,103872930,31020534,48556879,56828748,54541788,19296888,3131676,5181414,1304295,203643326,52251343,26534468,23280619,21040244,328509139,34371639,23547240,26423974,20807763,28566400,247878911,75459720,55948429,112197188,423760919,134930528,10644181,54298453,123122560,98308363,167240010,36660270,1227464615,4315782839,3015652941,617655130,725851625,708889593,425798675,695850457,111354352,137800024,148486148,221134048,108937953,155445766,86452503,79722488,70359404,72575284,12233939,17822809,77215613,99603705,12861321,483009596,280456994,831057250,330459372,371918169,218250567,117346708,251220137,58052456,17118050,733002,1058711,164141203,368281643,26581230,1931652,4837893,1697087,45353960,556362803,395698007,466487454,161799288,37242637,3897855,306583,21658595,178788301,101632408,43294378,9074760,160028,205360067,93165905,148527311,45384107,34884198,13387047,23380505,27506119,27092388,23703769,76422118,14415636,55871522,9104856,83053714,123185886,133755667,113165156,47985380,30686609,228137744,19536177,15030938,4427085,4730456,8897753,6472468,1707310,72600618,100376642,251737297,25947536,109340320,68936858,566122991,2409788019,277095798,3037337604,328150940,444306416,53593693,222587189,123572425,111406103,113940699,1027038946,7290026,1665909,17965363,27085016,13493619,5471875,23506656,69748395,177926016,99727400,87024605,30156652,0,0,0,0,16836833,154957444,1709280638,1933032966,770081575,348559365,17322060,65940005,1057198024,157141131,54307881,2604306,9259499,1356842,0,0,164886350,484026118,210056597,17368818,81385623,13319544,35585154,23176762,2613248545,3990162872,1,1,1,0,0,0,1,0,0,1,0,1,1,0,0,0,1,1,1,0,1,1,1,1,0,0,1,0,0,0,0,0,1,1,1,0,1,1,1,0,0,0,1,0,0,0,0,1,0,1,0,1,1,0,1,1,0,0,1,0,1,1,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
0,7806282,0,23109533,0,4955961,0,13900857,0,272869,0,29721373,0,21736585,0,21514311,0,44191951,0,16563511,0,14146490,0,25674104,0,2040417,0,225247,0,9776577,0,2417225,0,107525002,0,127688,0,4151068,0,4244286,0,6218674,0,8189300,0,6502366,0,687093874,0,106362402,0,26776378,0,24656467,0,8396696,0,1477660,0,7193130,0,14226167,0,5393094,0,3693632,0,4824521,0,389760,0,870355,0,45183,0,6024697,0,8942983,0,5613626,0,24409685,0,2309897,0,8418330,0,30896361,0,7433,0,73689,0,1938,0,12236450,0,1671803,0,1435,0,4096,0,227039527,0,39095,0,293758,0,1160364,0,1607491,0,250328,0,307253,0,177141,0,1161952,0,14221628,0,36375843,0,9933525,0,6458182,0,147206,0,7731,0,2286056,0,5670910,0,2122562,0,4545879,0,24250138,0,197029248,0,22517933,0,9319935,0,122091036,0,3390762,0,101730,0,178885,0,2657,0,2984358,0,1290912,0,1592891,0,0,0,0,0,735670,0,13479164,0,586950,0,278388,0,796836,0,79205,0,40704,0,69038,0,31016619,0,632534,0,716576,0,18625757,0,168722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
414515341,335650974,744554810,1267220837,3585231907,1466772695,1044471628,537954671,97776600,55673342,146608022,193929674,661527733,2743796565,770585916,3653236016,467207378,138657605,1011656195,271195965,64763212,118244154,1077394530,100004695,64962671,118341450,21271721,6186228,440685092,1214804531,333279275,581841338,394167440,520738530,273365514,156693459,455685991,383755155,469223120,1339789465,697456020,476797032,1216056425,1739785527,954151246,219840793,954721658,151163600,769450652,675692967,1256171108,346071316,20927694528,4710008039,1048270338,416012513,4635623015,2528025610,3693911358,1876759638,448728978,165545513,1124022084,1150108829,1225719850,993838604,413683049,732451699,322551151,98514973,20596654,28760487,489125292,178972086,1571492895,838925582,5320101048,4301992584,2139762583,2187969692,740650150,567383977,624924729,284512222,64605536,167757664,1946165283,743664172,149615516,293558175,36378458,7934706,555559588,575483097,3411927357,2074430224,444984128,1162271754,45632904,4544660,241665895,187602763,573232690,763378984,87496167,30157644,956343931,691324715,725423783,689864634,303174355,165820872,127893493,62406002,150011898,106917517,302108294,238186507,213911220,311933621,1742229327,879341015,2099958596,1265337948,394337807,290879257,752082858,2126691522,73021338,25038710,34987894,10463691,46042982,8469842,357536657,926807407,426132468,2357067787,882636965,747037694,1123937291,486807246,5271410012,3301473532,2173053296,2551597667,983597040,737873342,226699313,50210383,1529566936,1214018407,69806661,7073703,44705843,194095630,40667776,5921598,66071415,20571747,674281482,518164216,870848650,690139405,0,0,0,0,119676637,318999014,28340698247,30256935216,3349588525,1583939171,620742677,1217885595,4043476805,1321377323,558978828,143063669,68594248,54115080,90435272,87732486,1387621974,2246725169,1235346777,679965273,400087904,238212104,167338424,59598902,680224164,2005990683,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1
3292805,52581186,3431,23716980,19282,251281,17671604,684023,9508,430382,38700,11,20775151,102945,1147449,3514959,50728111,2264849,240026068,5491426,45467856,39,3068478,189185115,332043,20522918,2650,17217,38336494,7290502,353532,0,10134337,20368784,916675,45,2942988,0,4858385,2793,24333666,11,628474,4130,2112941,3820994,13597426,165460,33538135,648,81209,3071802,152622868,1226992183,40654467,13944,24742829,613317,57213771,788961,14746630,359639,5034453,10176,10273407,684,5009784,187415,3001091,11,3415246,0,1077308,68,21707753,23072,71603177,180125,33754825,236744,48632,32641750,2335219,10856,687,0,18389486,307936,42448,0,36313,0,33942,0,39820940,10126,2253707,349199,0,0,31922,0,1405223,64249842,24013,0,1680544,0,24363463,11,9858066,0,747507,0,1337280,0,2905155,0,83405,0,1015731,11,23862831,14844,26517868,487585,9959265,3381,42708,0,43025,0,184951,0,2967707,5348,11448142,1070,15319217,303,340336,70200728,59525307,883034,62140711,419118,1138173,3747493,54765,0,9996748,108056,0,140206,3973287,170268,426380,0,6295,0,13566520,2749565,13035858,11,0,0,0,0,3491183,75912480,244496315,4745565,29495713,7668903,154440,128963,21417081,1219842,980709,0,41358,0,836926,0,17269404,324079,3027315,53,9993361,8588,44712,29220,7710542,173156,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0
28825246,2681600,3977466,12695603,6473740,2328542,18835975,2202925,136939,23722,1135843,368450,9437683,3240587,9774926,8776165,6808469,219860,22957131,628513,11437118,3050303,4864421,4785220,1651462,20503,391167,43463,14624343,5859003,5415457,653795,9447899,135497137,948205,6191002,8705013,395937,11242230,30960847,13812977,108051072,28917345,11041299,16520135,2531605,2521163,405543,18865458,3401517,946998,3028,156369874,7122634,8101016,611409,10247336,209943,19502001,520508,15393577,147959,5453759,1021629,30321692,192899101,15438004,5762521,2414381,44587,3214470,1578,1436701,4874,13173295,375021,35381636,3313064,17624324,772778,46411,1690105,1554049,16015,77662,18068,14626559,17220933,37509,39,80933,2644319,10129029,68298963,32418121,19983582,10107025,9429436,184517,30873,325455,149405,7227134,4651940,158804,4955,7912460,14050471,2940867,20101587,683125,13144,1112393,22083,762753,171392,1639682,18916,22682877,1206407,15094322,135165652,16781557,4682134,4802034,253764,13571450,101469,540730,16965,321201,83328,289944,9773,3890239,549216,3399971,344399,4671400,1103159,807925,231855,20470324,2261371,40784161,1107004,2219767,155151,213326,0,3409691,401170,145716,6478,50047,10,92917,20020,67421,3357,5567157,1824044,5486815,1166598,0,0,0,0,527743,8247,113864709,14106712,197987,100557,732117,11050,8854887,560137,668231,76432,184376,110230,282379,6541,17808442,19391929,1199010,193140,5779259,16614079,26318,80448,16902165,2229677,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,1,1,0,1,1,0,0,0,1,1,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,1,1,0,0,1,1,1,0,0,0,1,1,1,1,1,1,0,1,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,1
15684209,11621771,349905497,63805878,625070261,430012821,191389877,174168514,49979784,26416610,180842616,5230955,319083181,33617304,509618155,49626671,261503969,56486257,58613131,190898259,34615567,35388616,76401333,23673168,15187677,3035931,7628594,144031,148984428,180617437,253926182,113376163,149607308,87355572,157588741,137958807,249741822,206440079,323616326,35405734,322631623,164514642,520379480,396325705,236405806,31371940,118899662,33206031,328964017,143084511,183225260,634673582,7403448886,3254950519,552324643,320823965,1537567039,572057128,1456999674,4351280664,93467611,63160824,498737122,480507348,306908660,187268489,294606313,226109986,156644272,171295324,18824324,29599892,288357083,136612934,705903972,595539350,2645246335,2735659160,977832541,672246269,44715631,100281606,254807782,74454283,11524084,26139019,1243091259,3177084472,3757335,1837290,11626936,4637481,343864794,2077552580,1083887799,7641886059,367749794,243627703,1785352,250637,25486549,11689971,110302361,71068247,10366290,5397757,140745743,62042564,98978437,99940617,101346198,106902129,114827994,48081620,29672507,26596592,155214094,203006900,33366235,68169459,987324857,256326622,1214712619,317649408,292143330,145719864,431330958,70171701,44732361,40045182,10013818,2045581,15854478,5574655,200136528,203361311,217409378,137622365,422940094,358279198,190522915,260660279,2422817986,3671626509,1375655903,1556205058,523126404,554753585,408258550,90401349,845843529,970630163,6857835,39012729,55740106,22563408,9698995,5057010,109679603,56765331,480985092,1030850831,437632596,363015777,0,0,0,0,125192688,169673460,7852663874,10304773368,1160516236,418317058,123134462,400358880,2613647969,2711277545,100431002,24711654,30429484,14976906,25867928,36731781,1397040394,1937313444,462021257,215151116,148687321,86297151,46997882,32552731,4673960404,5140070006,0,1,1,0,0,1,1,1,0,1,0,1,1,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,1,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0
35430102,6533562,387843579,14908898,272025394,1108294,270795839,360411682,53615794,11308992,363759690,1883911,368887952,3042918,570059069,3543777,215524962,37453157,121609931,644000,47758400,3141201,128315919,8155055,50724738,65758739,4547840,491655,119963024,23405850,190254769,2360308,127096176,76708449,165134306,285285390,229198756,271831134,253068271,88731690,289645993,458338887,956763165,127218031,210284866,105350930,261333942,409099963,202033230,37670140,5922761,9378036,4256307101,326069482,405361515,392220130,4808001470,7919903197,4841266451,9311402839,47640126,8629804,987444596,2022442176,631144088,1329626563,303868230,251670106,163903618,220208984,38283578,46885683,243028069,142150525,857962776,1391333127,3233034749,2964157749,620801814,209824573,53433059,75073072,480258304,190002538,28905188,1505471,893055108,602832692,31194112,16447583,11237169,229311,363924126,126976416,1780232884,1677970786,1210314052,527677638,27717607,25885591,101465256,72685224,206312961,326499281,13527146,10264124,224364695,343069978,131192443,114425205,129590061,123395135,191355226,112642983,63118398,184767215,127300005,259642234,65266313,98736383,1445080864,237291006,1919850045,415005220,319403145,98399511,705467885,96554474,60954710,6168899,21477795,6607461,18128236,414188,429387794,288751924,342155769,61744144,594581620,402615190,7610576712,6858218342,1563597126,588665057,1626198918,1925507654,532969286,419879040,60913745,42300573,1141450739,1211939722,9115690,5023512,53143305,10789535,9144568,1359380,75933541,53051605,573645352,1094298724,333868848,250261165,0,0,0,0,164300570,284289185,7659800991,965444741,2087360851,796287227,57671079,8935818,3058170158,5489225517,1082439254,6872062211,68824209,31733276,100104908,97384558,2212305747,774381230,618114851,361386704,232641137,251678756,906851278,957457319,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0
20785552,33097037,4818043,483217735,790520285,2556346609,297419509,54239579,40657030,35528457,1981929,47614483,23480561,341126138,66690043,284817258,13212326,75146369,164917968,1855675519,88904538,235603701,381205693,53124583,35943440,25218270,7290875,5118470,94453742,89209282,27709351,2716300387,20646796,815007820,37767618,16770003,122108079,192323193,42190321,708512060,100142534,349717610,121153005,136091389,548380757,325351577,136869050,79756579,144799964,437005389,181067518,30392885,8515384842,2488886471,485813416,105907483,2117392199,960503345,391348887,105017612,510570873,21886601,793211978,134714758,239388242,280350107,275363184,107495149,73672188,203460890,6326926,9556803,139494955,9688543,869309024,128584944,2976216586,3098337680,531414323,2939261314,385695762,237916611,54141184,783046652,5591619,1661637,454008032,644687445,2159020,60711,698405,6952146,480240938,192000377,626970220,669406746,72164165,45948942,17832478,34270621,132410071,67126967,858516983,451562752,40104172,4677570,491387210,478608664,338161469,786897972,84974295,113162686,10414112,64039946,101062983,110902367,170416912,104376863,253658900,74914396,79745783,1999531906,49742938,1763115212,25725824,211588052,59641387,940049826,1626873,45371322,5975089,14137989,3979339,78355976,125518302,91224335,107487420,537791725,314167011,329918467,1937221337,1945987583,3048864625,808076272,1493562954,862498704,721293897,247104314,41279803,319966,1057276390,419140221,44068982,2426697,43099950,41250824,4261104,85576036,48016894,62612291,418655728,91394236,162961300,136786534,0,0,0,0,7033268,1721710,2312078737,2841186058,870518441,65558119,83133578,56283188,1369523403,1283406543,234891179,331604718,19209616,19392257,9971432,2131233,85868146,1107094276,118881468,613856650,169080589,217562138,353623,964681,498350547,2137129858,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,1,1,0,0,1,0,1,0,1,1,0,1,1,0,0,0,1,0,0,1,0,1,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1
106515,0,3846814,129794,13023570,3377967,5179203,1776424,44,5242,1579,734062,468870,187831,81107,410344,885819,13636845,15114322,621086,2303168,5602593,214542,4428780,259235,0,1077,161,4764449,1576353,466740,167828,3569122,960752,365459,5247299,2131111,350,1583556,42358,2585071,334578,3373604,1530304,189256,1529691,7041512,1641973,25924441,87936433,178,0,68753704,1400649,752315,2987,398031,76470,11552175,80750,7903768,120734,748362,235460,3370390,346266,4156689,169857,272766,16607,207648,30351,100471,0,6782252,9324,4704469,419378,1854119,16353,3836,1818,679455,28763,0,0,2202300,1925525,1559,0,16926,3969,3390,0,6244226,957207,1384002,179942,0,0,45274,0,20485408,47637441,1256,0,169279,11530,2036232,53875,249434,2717360,161764,4362,36886,0,468092,4008,21324,0,2783614,20005,2676355,89880,4554735,47929,3867827,125116,33631,6407,44757,160,54060,3276000,1416574,2766,3188849,20853,660422,161120,28138,6798,23903188,6861007,3626195,5036485,261810,102690,3620,0,1292010,1148768,10284,0,2296515,33670,254,44736,0,0,435841,5697,2517203,486892,0,0,0,0,3401125,2213,26605546,6495639,1345018,238563,16591,2406,1998321,57669,81742,2958,7547,5526,962,0,2386662,1937934,117077,49647,324348,64960,5817,120976,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1,0,1,0,1,0,0,1,0,1,0,0,1,0,1,1,0,0,1,1,0,1,1,0,1,1,1,1,0,0,0,1,1,0,1,1,0,0,1,0,1,0,0,1,0,1,0,1,1,1,1,1,0,0,0,1,1,0,1,1,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
0,0,5714181,0,18012,62,1709210,0,9,1297,0,0,230833,4288228,138967,50,268,363069,34483,0,1770489,0,66515,365969,0,0,26,0,305936,0,1338293,0,1334114,0,100959,0,696410,0,674882,6703,441505,0,2376277,1001,243113,0,1025714,918,86654,0,0,0,12389952,19,28724,0,23060,0,0,0,8967,0,181391,109716,140330,919,260255,0,3065,0,55439,0,0,0,884895,0,223767,0,240362,0,10929,0,21625,0,0,0,635541,50240,252,0,50772,43418,0,0,1694457,0,163157,0,8728,0,12,0,400,0,15306,0,703,0,8962,0,44221,0,696,0,40460,0,28247,0,0,0,49,0,26242,0,450815,0,127327,0,3912,0,13314,0,234,0,101002,0,64389,0,30187,0,0,5506,28310,0,1780370,18533,84684,0,24736,0,607385,2503,1138,0,369354,0,3018,0,53,0,37123,0,28092,376,0,0,0,0,31892,0,3199132,28342,2181,0,305282,0,139536,0,450,0,7334,626,63,0,592443,19,228963,0,151653,1877,19654,60,30184331,4746715,0,1,0,0,0,0,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,0,0,1,1,0,1,1,1,0,1,0,1,1,1,0,0,0,1,0,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,0,1,0,1,1,1,0,0,0
