@relation substances_labels-weka.filters.unsupervised.attribute.Discretize-D-F-B2-M-1.0-R2-last-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.unsupervised.attribute.Remove-R20-56

@attribute id numeric
@attribute chemicalFeature_0 numeric
@attribute chemicalFeature_1 numeric
@attribute chemicalFeature_2 numeric
@attribute chemicalFeature_3 numeric
@attribute chemicalFeature_4 numeric
@attribute chemicalFeature_5 numeric
@attribute chemicalFeature_6 numeric
@attribute chemicalFeature_7 numeric
@attribute chemicalFeature_8 numeric
@attribute chemicalFeature_9 numeric
@attribute chemicalFeature_10 numeric
@attribute chemicalFeature_11 numeric
@attribute chemicalFeature_12 numeric
@attribute chemicalFeature_13 numeric
@attribute chemicalFeature_14 numeric
@attribute chemicalFeature_15 numeric
@attribute chemicalFeature_16 numeric
@attribute chemicalFeature_17 numeric

@data
624233,0.070067,0.039857,0.010608,0.06304,0.017276,0.069778,0.070192,0.039929,0.010619,0.067904,0.073182,0.076935,0.142882,0.153859,0.069844,0.308834,0.289483,0.277791
710021,0.086976,0.068384,0.021257,0.087382,0.026024,0.065238,0.086976,0.071944,0.021278,0.087382,0.081982,0.076941,0.320768,0.256644,0.128934,0.370378,0.411772,0.263899
664298,0.092609,0.072007,0.035784,0.061229,0.040818,0.054563,0.092609,0.080543,0.035923,0.134871,0.071442,0.065589,0.695657,0.55883,0.168257,0.481488,0.428578,0.1628
615606,0.017148,0.024797,0.085588,0.0795,0.030156,0.017653,0.017653,0.049622,0.150435,0.083887,0.030462,0.023815,0.164255,0.298374,0.172415,0.483873,0.347673,0.163048
656253,0.040991,0.074833,0.070439,0.054223,0.046981,0.042743,0.042743,0.074833,0.079275,0.054478,0.084275,0.043112,0.336213,0.493337,0.184068,0.200002,0.568969,0.672134
718163,0.060019,0.062508,0.025049,0.108885,0.050002,0.048804,0.065238,0.068842,0.025073,0.114868,0.072175,0.075279,0.302641,0.338245,0.120638,0.478881,0.500007,0.28789
623990,0.025481,0.014495,0.007798,0.022925,0.01575,0.040013,0.041109,0.014521,0.007806,0.024694,0.038282,0.04479,0.272793,0.150959,0.0254,0.119416,0.153879,0.181855
167550,0.028666,0.016306,0.006844,0.012352,0.005839,0.056622,0.037512,0.016336,0.006864,0.016264,0.03318,0.056622,0.437535,0.097572,0.028575,0.055569,0.14818,0.166736
681612,0.025654,0.092598,0.04481,0.098044,0.045988,0.013712,0.025987,0.094897,0.048851,0.143946,0.051004,0.027411,0.46068,0.386371,0.21905,0.478267,0.494851,0.183682
619860,0.009814,0.006951,0.01882,0.017146,0.016137,0.015159,0.013712,0.024826,0.062379,0.017146,0.02001,0.029426,0.150007,0.090427,0.072154,0.412907,0.171677,0.18086
251691,0.019812,0.035464,0.03598,0.013429,0.01523,0.009625,0.02001,0.035464,0.059388,0.016465,0.027036,0.009718,0.423919,0.860217,0.190061,0.288593,0.439258,0.603964
69575,0.050749,0.061153,0.034677,0.045949,0.058141,0.075023,0.081651,0.061263,0.037038,0.049278,0.10527,0.086976,0.333341,0.213344,0.050598,0.328776,0.224506,0.200009
24037,0.032795,0.037043,0.073289,0.043108,0.055179,0.033719,0.033344,0.048392,0.07336,0.135419,0.058262,0.042115,0.357804,0.427864,0.148574,0.495151,0.389836,0.107445
682806,0.052642,0.061859,0.062025,0.049652,0.025775,0.055566,0.055566,0.066424,0.063646,0.055561,0.077928,0.05619,0.32585,0.349212,0.151,0.155428,0.66667,0.923914
662119,0.05174,0.079372,0.038723,0.039609,0.029252,0.052648,0.05174,0.082145,0.038874,0.097831,0.08452,0.063507,0.465526,0.378384,0.149071,0.326094,0.339292,0.140638
625326,0.08066,0.094644,0.040738,0.113407,0.061569,0.047634,0.08066,0.094814,0.040817,0.151688,0.077934,0.057985,0.470594,0.407415,0.175003,0.454552,0.522227,0.227282
638839,0.058837,0.036372,0.020232,0.094558,0.040386,0.061865,0.063168,0.052246,0.020252,0.101855,0.064526,0.067426,0.305565,0.34376,0.104765,0.492545,0.434218,0.333344
669709,0.048553,0.147629,0.055497,0.048983,0.050856,0.028855,0.048553,0.149386,0.069724,0.131822,0.057194,0.036372,0.580956,0.574807,0.267479,0.330714,0.407147,0.228577
702360,0.057482,0.055126,0.032979,0.109328,0.042753,0.054563,0.067812,0.066231,0.033043,0.109328,0.081827,0.065589,0.373502,0.308651,0.13231,0.500006,0.675329,0.250009
629928,0.022296,0.012683,0.006824,0.02006,0.013781,0.02668,0.027411,0.012706,0.00683,0.021608,0.028183,0.029865,0.181893,0.132092,0.022225,0.104491,0.160034,0.187551
687958,0.044589,0.025364,0.010743,0.011982,0.009673,0.038499,0.04763,0.02541,0.010775,0.0241,0.056877,0.040038,0.378395,0.17285,0.044447,0.080012,0.268311,0.176519
694873,0.053971,0.030799,0.011629,0.029904,0.019382,0.086431,0.055573,0.03261,0.01164,0.029904,0.065732,0.092793,0.541686,0.203403,0.0538,0.219522,0.255831,0.33337
710857,0.068506,0.07087,0.064374,0.063134,0.098487,0.068506,0.068506,0.07087,0.067582,0.064974,0.111947,0.069457,0.22501,0.224495,0.072025,0.188486,0.274815,0.252639
683260,0.082805,0.041479,0.014446,0.034291,0.011366,0.055582,0.086966,0.041479,0.021612,0.038914,0.066687,0.083359,0.35418,0.258832,0.082543,0.120493,0.419364,0.37501
697452,0.029,0.040004,0.029349,0.017102,0.016102,0.013903,0.029426,0.040004,0.044575,0.018962,0.037987,0.014098,0.454552,0.620694,0.119406,0.205482,0.306676,0.494259
638199,0.034059,0.020212,0.017648,0.026319,0.03327,0.058835,0.035105,0.03436,0.017718,0.026319,0.070098,0.078959,0.405421,0.168325,0.037155,0.179117,0.235317,0.375026
720189,0.08452,0.061412,0.025987,0.114097,0.047803,0.071451,0.092322,0.072465,0.026012,0.114097,0.087735,0.083352,0.311697,0.328581,0.126987,0.486118,0.526322,0.298518
201434,0.048204,0.057385,0.033949,0.051818,0.0412,0.060019,0.058842,0.0685,0.034081,0.111114,0.085723,0.071445,0.579716,0.578132,0.130844,0.513164,0.388896,0.158547
720659,0.030643,0.022395,0.033429,0.026552,0.05358,0.050008,0.032619,0.041513,0.053975,0.026552,0.057482,0.068982,0.239447,0.132359,0.061938,0.185398,0.198419,0.303806
635000,0.0077,0.00582,0.020053,0.015876,0.015881,0.018874,0.009911,0.022954,0.089304,0.015876,0.017866,0.020844,0.121628,0.164857,0.102478,0.583336,0.270045,0.139351
694257,0.014089,0.015752,0.042375,0.039528,0.025755,0.0249,0.01631,0.040149,0.172515,0.039913,0.028713,0.028095,0.255004,0.19737,0.19955,0.360658,0.28518,0.14719
633401,0.006176,0.012629,0.089195,0.064349,0.023955,0.009291,0.006176,0.041365,0.291507,0.064349,0.030123,0.015628,0.128942,0.528071,0.333702,0.243457,0.478572,0.115504
283162,0.022155,0.016306,0.00681,0.01007,0.011744,0.06758,0.066687,0.016336,0.006817,0.01007,0.036156,0.077788,0.583368,0.091846,0.022085,0.085727,0.192339,0.555605
639621,0.067812,0.101267,0.031854,0.121698,0.042437,0.050864,0.086223,0.101451,0.031916,0.143664,0.082204,0.061553,0.439031,0.409096,0.180955,0.476197,0.477784,0.238104
681734,0.043967,0.045809,0.03668,0.049756,0.040592,0.05174,0.050864,0.058071,0.036823,0.104765,0.079654,0.062515,0.558447,0.513896,0.141541,0.464292,0.450555,0.144454
642913,0.065228,0.093636,0.026206,0.029171,0.016951,0.019617,0.065228,0.093636,0.043397,0.0538,0.036372,0.029421,0.569897,0.730003,0.233336,0.234729,0.638302,0.500004
97371,0.023821,0.020629,0.016554,0.035934,0.024402,0.023267,0.023821,0.03261,0.01657,0.051579,0.025654,0.025654,0.295094,0.339635,0.057146,0.305097,0.236852,0.181833
665694,0.060252,0.056918,0.027726,0.120884,0.043073,0.058842,0.078449,0.068034,0.027752,0.140404,0.074775,0.070192,0.527784,0.545461,0.155558,0.705887,0.436788,0.263168
669884,0.051556,0.159096,0.056677,0.100881,0.037802,0.030622,0.051556,0.164479,0.056677,0.174249,0.044256,0.038471,0.481486,0.603309,0.249242,0.442483,0.343755,0.18572
709103,0.049029,0.056744,0.042899,0.109457,0.047274,0.042871,0.057156,0.066672,0.04294,0.165051,0.07144,0.052644,0.482765,0.551288,0.185761,0.607148,0.440006,0.210535
719328,0.023267,0.139494,0.053607,0.094344,0.046513,0.012358,0.023541,0.139747,0.053607,0.15255,0.053202,0.034494,0.468091,0.458338,0.244447,0.469393,0.387393,0.18549
721656,0.034895,0.026497,0.059731,0.081844,0.038175,0.035978,0.036503,0.075543,0.059789,0.087434,0.046738,0.038974,0.184218,0.198121,0.089638,0.293584,0.271193,0.375007
671462,0.024703,0.072043,0.043479,0.0411,0.043967,0.013,0.025987,0.072167,0.061285,0.111116,0.050635,0.025987,0.340007,0.354846,0.208725,0.320761,0.342348,0.14913
664180,0.031761,0.029419,0.039576,0.043907,0.040369,0.048402,0.042563,0.043756,0.03973,0.114289,0.05196,0.049196,0.600005,0.453709,0.187304,0.415737,0.373744,0.132366
715652,0.070009,0.059933,0.056421,0.051891,0.07144,0.042871,0.072477,0.061645,0.056642,0.07463,0.086794,0.052644,0.33334,0.301083,0.110148,0.32744,0.384621,0.138622
715124,0.022395,0.035005,0.088891,0.084477,0.037981,0.023263,0.023263,0.07669,0.109827,0.086959,0.038468,0.031504,0.140249,0.20893,0.125557,0.248892,0.278629,0.300757
709901,0.085377,0.071176,0.036505,0.062181,0.058825,0.078449,0.090926,0.071303,0.045011,0.090166,0.106841,0.098057,0.310357,0.211774,0.102722,0.218758,0.242653,0.2143
717708,0.049514,0.114728,0.047772,0.049387,0.051732,0.029421,0.049514,0.11644,0.078413,0.107146,0.057393,0.037046,0.366672,0.451615,0.276925,0.269463,0.364346,0.214291
718708,0.044132,0.106067,0.04942,0.042659,0.039929,0.04479,0.059716,0.10898,0.049612,0.127664,0.074086,0.054807,0.594942,0.573339,0.165647,0.38948,0.434349,0.131322
379546,0.034102,0.031015,0.042886,0.050766,0.055564,0.054563,0.035732,0.073832,0.043054,0.105885,0.056606,0.060878,0.412507,0.567171,0.108764,0.383728,0.316334,0.192781
684566,0.057156,0.061596,0.02432,0.055561,0.042228,0.081106,0.078972,0.063407,0.024415,0.075661,0.097836,0.093044,0.54287,0.419364,0.107598,0.378387,0.370378,0.204564
707765,0.081106,0.057868,0.013488,0.027179,0.011196,0.045476,0.081106,0.059676,0.013541,0.044875,0.075225,0.065802,0.918921,0.346945,0.100949,0.137263,0.52175,0.176495
676436,0.03031,0.143583,0.112078,0.06061,0.065224,0.031754,0.031504,0.143825,0.112187,0.121957,0.097022,0.03969,0.338134,0.34849,0.154858,0.321302,0.262505,0.16767
652181,0.065944,0.077527,0.035784,0.115188,0.042359,0.050016,0.066682,0.084973,0.035819,0.118214,0.081094,0.06062,0.370794,0.32204,0.147695,0.470594,0.576476,0.235303
612955,0.033719,0.11248,0.069904,0.087562,0.088726,0.048204,0.035726,0.112678,0.070108,0.101454,0.119575,0.048792,0.339629,0.335826,0.168144,0.203259,0.284677,0.219055
193457,0.049196,0.029136,0.020549,0.058829,0.038988,0.074086,0.076193,0.043401,0.02063,0.063762,0.070599,0.076199,0.409846,0.392868,0.079368,0.40001,0.328956,0.264728
688940,0.085446,0.048826,0.01552,0.04546,0.022859,0.096803,0.093778,0.050635,0.01558,0.045606,0.086762,0.108132,0.600013,0.295926,0.085176,0.230779,0.382992,0.236862
697150,0.101462,0.063293,0.01746,0.08224,0.024438,0.076947,0.110762,0.065101,0.017494,0.08224,0.113224,0.088909,0.431831,0.235299,0.110413,0.405413,0.412507,0.235305
652095,0.020629,0.056256,0.066347,0.084826,0.047628,0.01088,0.020844,0.059465,0.066539,0.157487,0.054801,0.030622,0.379635,0.400003,0.279367,0.597942,0.571433,0.153853
627742,0.065944,0.077527,0.037321,0.115188,0.061915,0.050016,0.078139,0.084973,0.037357,0.159547,0.078269,0.06062,0.506335,0.541673,0.176659,0.644742,0.505624,0.235303
649579,0.065238,0.074143,0.031099,0.066882,0.04159,0.1163,0.065238,0.075951,0.03122,0.066882,0.134335,0.139555,0.509443,0.342863,0.091466,0.170222,0.339812,0.285725
681536,0.046523,0.056008,0.034851,0.061861,0.048782,0.090098,0.055573,0.084686,0.034986,0.110035,0.125008,0.098057,0.577471,0.552246,0.136649,0.512827,0.376351,0.209886
671341,0.031649,0.018085,0.009805,0.02703,0.017614,0.072477,0.040836,0.019893,0.009843,0.02703,0.047398,0.075279,0.437535,0.181833,0.034813,0.161777,0.214314,0.500042
688726,0.059716,0.036706,0.020252,0.061284,0.030536,0.06251,0.061553,0.044719,0.020271,0.065793,0.068192,0.105893,0.235309,0.135808,0.067695,0.26924,0.255831,0.363656
59272,0.010967,0.092475,0.258171,0.093619,0.025809,0.010967,0.013189,0.151144,0.327399,0.123433,0.039218,0.010991,0.258594,0.646482,0.388004,0.312831,0.414098,0.122623
717213,0.116355,0.072465,0.020903,0.102652,0.024256,0.069789,0.119069,0.074277,0.022506,0.102652,0.105279,0.081651,0.425544,0.269742,0.11599,0.367097,0.392864,0.222233
629872,0.012825,0.010873,0.044808,0.040342,0.021649,0.019015,0.014639,0.033787,0.190662,0.040342,0.02326,0.020005,0.236367,0.238018,0.220473,0.672987,0.384315,0.108601
677281,0.040013,0.034491,0.036275,0.060112,0.051925,0.068637,0.059415,0.049735,0.036418,0.064312,0.074478,0.1099,0.555565,0.314296,0.069489,0.277117,0.564114,0.293343
720341,0.010843,0.032636,0.157266,0.113759,0.026637,0.013777,0.010992,0.058561,0.329503,0.11839,0.03093,0.013815,0.157536,0.53188,0.362051,0.257909,0.526317,0.129837
633954,0.037987,0.090284,0.055985,0.045253,0.039148,0.038474,0.037987,0.095243,0.056202,0.137759,0.065228,0.04763,0.556823,0.500006,0.167167,0.375006,0.390249,0.11819
15784,0.010157,0.008372,0.043958,0.038777,0.015549,0.012201,0.011911,0.034753,0.154821,0.041477,0.016765,0.017703,0.187821,0.181064,0.177729,0.789774,0.312379,0.118924
665078,0.019051,0.010852,0.005889,0.010138,0.00783,0.067426,0.069789,0.010871,0.005912,0.010138,0.028576,0.08047,0.636397,0.111128,0.022225,0.104491,0.260902,0.444506
712741,0.059535,0.03969,0.031069,0.103229,0.039108,0.05771,0.071445,0.05334,0.031129,0.103229,0.074083,0.068982,0.353666,0.287509,0.126546,0.481019,0.636368,0.25975
91774,0.064947,0.058597,0.042438,0.055179,0.028421,0.054807,0.069457,0.058597,0.04528,0.056918,0.080299,0.070436,0.392413,0.394501,0.148812,0.153377,0.670736,1
649484,0.090926,0.097828,0.029542,0.123661,0.040743,0.053588,0.090926,0.098005,0.029924,0.149504,0.070436,0.064531,0.38555,0.381824,0.171431,0.457838,0.444451,0.246923
668102,0.038175,0.224822,0.057174,0.08779,0.041102,0.022735,0.046161,0.22662,0.067861,0.14546,0.042485,0.028993,0.492312,0.751554,0.340363,0.377627,0.347309,0.324508
703128,0.008738,0.016615,0.097563,0.077085,0.0249,0.013162,0.008738,0.037386,0.208696,0.077085,0.031376,0.022227,0.172552,0.293335,0.239689,0.551022,0.364992,0.096778
627018,0.045469,0.043485,0.041427,0.048081,0.038184,0.046169,0.045469,0.055561,0.041587,0.119877,0.075961,0.056351,0.62821,0.504678,0.16308,0.41305,0.423429,0.13403
674704,0.042871,0.036239,0.053244,0.101879,0.050856,0.046169,0.046169,0.075955,0.053295,0.109198,0.063303,0.047627,0.447065,0.38555,0.112097,0.329904,0.362751,0.238645
696392,0.032274,0.041156,0.02174,0.018191,0.016306,0.0154,0.032803,0.041156,0.037939,0.019613,0.04168,0.01564,0.373144,0.654325,0.125385,0.18151,0.38555,0.430239
628754,0.064115,0.119431,0.047848,0.05455,0.042782,0.037987,0.064115,0.121214,0.048032,0.115793,0.064526,0.04707,0.526321,0.635517,0.206156,0.325006,0.549554,0.235301
681245,0.019057,0.047343,0.074714,0.135206,0.045167,0.01001,0.01924,0.051551,0.074785,0.144417,0.046364,0.028311,0.478265,0.295658,0.148047,0.476195,0.300757,0.144007
664251,0.053774,0.061355,0.074511,0.106631,0.04588,0.031925,0.053774,0.069524,0.074511,0.106631,0.092445,0.04001,0.551406,0.218494,0.118134,0.722775,0.41177,0.168074
680304,0.034494,0.031258,0.047666,0.061922,0.050754,0.061412,0.05174,0.052358,0.047713,0.061922,0.076199,0.076941,0.281261,0.283959,0.070178,0.330007,0.351071,0.326936
700232,0.023541,0.019645,0.018519,0.023535,0.024108,0.023,0.023541,0.01968,0.018538,0.033711,0.025329,0.025329,0.126773,0.142871,0.03727,0.162173,0.142867,0.121239
683826,0.057985,0.07247,0.036504,0.115582,0.041668,0.043492,0.070716,0.080253,0.036575,0.173205,0.0723,0.053346,0.64103,0.500005,0.212701,0.634151,0.430006,0.212774
630912,0.035096,0.084275,0.080693,0.165943,0.046882,0.026324,0.035096,0.089113,0.08077,0.171351,0.085371,0.033341,0.476195,0.381583,0.189417,0.486961,0.294525,0.143891
704558,0.012428,0.15033,0.050557,0.06969,0.023535,0.006417,0.012506,0.15033,0.099906,0.093269,0.041922,0.012827,0.395211,0.561704,0.394032,0.475085,0.395725,0.280903
652258,0.014929,0.023955,0.118448,0.111113,0.028666,0.019088,0.015213,0.042376,0.232759,0.116414,0.031038,0.019161,0.20072,0.311794,0.267109,0.552241,0.395645,0.115945
665004,0.035105,0.055126,0.035784,0.05051,0.038891,0.053588,0.035105,0.074602,0.035923,0.071431,0.071442,0.074091,0.363646,0.385327,0.121954,0.350007,0.494955,0.203403
665301,0.012349,0.015116,0.098277,0.079088,0.026869,0.012349,0.015294,0.043692,0.28626,0.079088,0.028574,0.015531,0.141213,0.523561,0.325659,0.289191,0.482144,0.142418
708081,0.06174,0.102746,0.059846,0.103291,0.06251,0.036597,0.06174,0.105888,0.060078,0.107146,0.07104,0.045465,0.375006,0.34849,0.131808,0.446434,0.325763,0.13637
679677,0.042743,0.138227,0.058018,0.046336,0.045462,0.025432,0.042743,0.139933,0.090385,0.123935,0.055839,0.032266,0.512609,0.53241,0.310033,0.316131,0.324143,0.207797
718006,0.076937,0.100903,0.040705,0.054192,0.048061,0.049196,0.078139,0.101085,0.050733,0.107014,0.080012,0.059716,0.518524,0.49334,0.140247,0.285722,0.376821,0.316334
635458,0.040826,0.041182,0.065323,0.100881,0.044256,0.030622,0.040826,0.051551,0.065386,0.174249,0.048613,0.038471,0.415934,0.480003,0.249242,0.613865,0.491384,0.162608
676364,0.083594,0.063293,0.023302,0.061492,0.026417,0.105287,0.122458,0.063407,0.023393,0.061492,0.118725,0.138913,0.441873,0.300978,0.08669,0.157313,0.309869,0.304887
630708,0.014639,0.020412,0.045358,0.035957,0.040206,0.029592,0.017051,0.045287,0.161323,0.035957,0.043721,0.034636,0.159345,0.205687,0.186518,0.47273,0.307961,0.129358
683918,0.010106,0.008337,0.046156,0.041382,0.018269,0.017625,0.01184,0.034619,0.155794,0.041382,0.020518,0.018299,0.192897,0.182726,0.180181,0.795456,0.314343,0.124329
647556,0.040013,0.035092,0.013173,0.021396,0.009278,0.020854,0.044466,0.035092,0.022396,0.021516,0.035732,0.021297,0.50001,0.444451,0.114289,0.123291,0.462695,0.441185
633408,0.009234,0.017679,0.090755,0.067828,0.02918,0.015531,0.011207,0.046231,0.294687,0.067828,0.036147,0.018637,0.134673,0.527973,0.33739,0.245433,0.484795,0.118184
630511,0.111114,0.063293,0.018765,0.038049,0.014927,0.043499,0.13403,0.063407,0.02033,0.061306,0.074091,0.065238,0.489806,0.326739,0.114289,0.157313,0.423088,0.292692
699419,0.027791,0.020555,0.053347,0.061909,0.055126,0.042267,0.028855,0.060247,0.053555,0.111114,0.070716,0.053442,0.43334,0.375007,0.139884,0.467397,0.342599,0.210535
677001,0.010644,0.138892,0.134043,0.027695,0.025515,0.00547,0.0107,0.142189,0.165049,0.072371,0.06061,0.015878,0.493941,0.352545,0.492449,0.537955,0.333337,0.121626
642576,0.050012,0.050008,0.03204,0.052637,0.041433,0.06385,0.06252,0.058616,0.032165,0.069844,0.088244,0.075489,0.434218,0.36112,0.104297,0.443188,0.493833,0.166682
678066,0.028095,0.159798,0.115912,0.100004,0.065939,0.028907,0.028907,0.207795,0.121069,0.112248,0.09605,0.029075,0.249359,0.433631,0.24872,0.260872,0.337082,0.433529
650617,0.049196,0.029136,0.020389,0.058829,0.038988,0.067426,0.079621,0.045292,0.020409,0.063762,0.070599,0.074086,0.409846,0.392868,0.079368,0.377059,0.311697,0.264728
671392,0.034895,0.03969,0.041627,0.065423,0.062859,0.071437,0.052648,0.071303,0.041668,0.065423,0.084121,0.087387,0.353666,0.303806,0.086312,0.419361,0.479597,0.328776
302308,0.043499,0.039478,0.017622,0.021282,0.016793,0.020428,0.044466,0.039478,0.028266,0.021287,0.053588,0.020854,0.310357,0.456797,0.096576,0.126715,0.414294,0.394375
632959,0.037049,0.074331,0.062016,0.044847,0.044565,0.037512,0.037049,0.081401,0.062258,0.136368,0.06384,0.046523,0.494742,0.488642,0.183737,0.355146,0.359655,0.116079
656107,0.014822,0.103778,0.089248,0.076632,0.049652,0.0077,0.014933,0.106957,0.103449,0.112304,0.065796,0.022066,0.362231,0.320613,0.361113,0.440303,0.328952,0.116135
37641,0.011566,0.113153,0.065924,0.029035,0.02763,0.005958,0.011634,0.113153,0.121906,0.076128,0.04673,0.017247,0.381505,0.707209,0.380405,0.495084,0.358212,0.329549
250686,0.051556,0.080295,0.05699,0.06165,0.027213,0.052093,0.06251,0.080295,0.059161,0.063563,0.094942,0.06251,0.401875,0.416005,0.18444,0.179778,0.687503,0.886599
649609,0.006373,0.003625,0.00195,0.005734,0.003939,0.022738,0.02704,0.003632,0.001952,0.006176,0.009574,0.023,0.333444,0.037754,0.006352,0.029865,0.09095,0.333444
672030,0.050636,0.028935,0.012709,0.033337,0.019382,0.113935,0.075489,0.030743,0.012759,0.033337,0.065732,0.115799,0.526341,0.224151,0.0538,0.214297,0.290345,0.33337
674506,0.019767,0.024618,0.069813,0.046156,0.045805,0.019845,0.019767,0.055721,0.234209,0.046156,0.046056,0.023813,0.239547,0.278221,0.268375,0.541668,0.404807,0.115675
703032,0.052648,0.03436,0.013659,0.036427,0.023213,0.089898,0.06013,0.036168,0.013713,0.036427,0.074771,0.090009,0.538479,0.25425,0.05994,0.240973,0.295471,0.300023
676006,0.014329,0.038743,0.131401,0.099658,0.033522,0.014371,0.014329,0.065423,0.30843,0.099658,0.042256,0.017244,0.144447,0.565218,0.349728,0.235874,0.468269,0.112679
9358,0.016966,0.009911,0.018483,0.019547,0.035227,0.034102,0.030772,0.038045,0.018501,0.019547,0.053588,0.064115,0.33335,0.133342,0.030678,0.128211,0.303051,0.478284
638498,0.036381,0.067235,0.026821,0.110502,0.041355,0.02002,0.037055,0.069451,0.026847,0.131808,0.066676,0.053588,0.465761,0.523084,0.146034,0.66177,0.402306,0.24001
700854,0.035723,0.056144,0.063941,0.058826,0.072375,0.049029,0.037046,0.056144,0.098441,0.062502,0.085371,0.049514,0.13676,0.143861,0.100699,0.280004,0.202459,0.213746
671877,0.029,0.018027,0.028184,0.050567,0.03647,0.051556,0.050024,0.037044,0.028211,0.058827,0.053774,0.05619,0.328581,0.328136,0.070991,0.390251,0.42106,0.219531
638305,0.08452,0.053106,0.02337,0.108885,0.040002,0.075023,0.100023,0.0657,0.023393,0.111114,0.090926,0.086976,0.342114,0.358219,0.120638,0.521746,0.480526,0.307703
684990,0.025649,0.025323,0.053194,0.048783,0.043803,0.041386,0.034102,0.069933,0.078948,0.050707,0.053106,0.059266,0.565661,0.177637,0.09132,0.55556,0.197284,0.207555
704857,0.016134,0.022128,0.054424,0.04492,0.043483,0.03334,0.019115,0.048784,0.142858,0.04492,0.04951,0.040006,0.197865,0.269441,0.163862,0.4455,0.315021,0.138733
619042,0.085717,0.048826,0.015535,0.028095,0.011323,0.052657,0.096803,0.048915,0.015596,0.052635,0.077277,0.071442,0.756763,0.272735,0.088892,0.144589,0.346952,0.180733
721646,0.034494,0.033119,0.060695,0.084401,0.045809,0.038474,0.036156,0.07914,0.060753,0.090166,0.046305,0.043172,0.182616,0.201394,0.09244,0.29825,0.279667,0.370794
665115,0.015876,0.009043,0.004908,0.013609,0.007845,0.05619,0.052644,0.00906,0.004927,0.013609,0.023814,0.068976,0.500062,0.092609,0.019051,0.089566,0.217425,0.333407
716000,0.027791,0.020555,0.05437,0.042061,0.046523,0.042267,0.028855,0.0353,0.054582,0.125659,0.046882,0.042871,0.38948,0.390812,0.164136,0.569772,0.435649,0.116895
673643,0.030318,0.070798,0.034104,0.106388,0.060493,0.017561,0.032274,0.070924,0.0395,0.130773,0.071442,0.047634,0.295926,0.308651,0.153608,0.395356,0.612505,0.219522
641476,0.062512,0.095654,0.051144,0.109009,0.059568,0.037049,0.0723,0.097393,0.055127,0.159423,0.063168,0.045988,0.349063,0.323012,0.197571,0.403852,0.781612,0.188687
26081,0.04001,0.059177,0.068336,0.157273,0.05264,0.03001,0.050515,0.067362,0.068468,0.157273,0.086099,0.037745,0.549554,0.370634,0.186784,0.570004,0.328249,0.160007
625633,0.013078,0.066355,0.129972,0.023976,0.031062,0.006763,0.013164,0.067801,0.130351,0.097302,0.034488,0.019487,0.265437,0.37052,0.17092,0.278792,0.381254,0.061116
709915,0.019361,0.020413,0.030881,0.02494,0.040235,0.038467,0.023817,0.0367,0.115801,0.02494,0.040275,0.041675,0.210532,0.167249,0.132884,0.3301,0.276267,0.204087
677814,0.014091,0.100461,0.105093,0.032262,0.03334,0.007307,0.014191,0.103097,0.121478,0.085275,0.058516,0.020986,0.405662,0.337124,0.404391,0.443301,0.428575,0.097302
657489,0.033349,0.092393,0.027383,0.107532,0.039035,0.0182,0.033915,0.092561,0.032756,0.127416,0.057985,0.036381,0.317655,0.335531,0.161907,0.388242,0.380442,0.24743
676154,0.071445,0.054695,0.028931,0.123661,0.038819,0.053588,0.071445,0.065796,0.028958,0.149504,0.070436,0.064531,0.493677,0.486118,0.171431,0.657539,0.41305,0.246923
637630,0.049394,0.103454,0.048992,0.109009,0.040782,0.037049,0.049394,0.106514,0.049039,0.188857,0.063168,0.045988,0.55556,0.500006,0.208591,0.536847,0.380536,0.188687
629224,0.054807,0.039827,0.01542,0.026026,0.011175,0.043499,0.058262,0.039827,0.02035,0.027032,0.055573,0.044466,0.510214,0.414641,0.111114,0.121954,0.347231,0.400008
640735,0.012127,0.090913,0.1191,0.126815,0.028907,0.006256,0.012201,0.09217,0.132185,0.156492,0.05495,0.018078,0.369051,0.261747,0.323036,0.370033,0.274729,0.097302
669394,0.021297,0.011247,0.008773,0.019946,0.017718,0.025987,0.022155,0.016306,0.008781,0.020342,0.029,0.059716,0.266716,0.127289,0.022085,0.114769,0.24003,0.40006
711581,0.037046,0.033564,0.057223,0.028172,0.062159,0.059266,0.039486,0.064711,0.063354,0.028172,0.071435,0.06758,0.300009,0.171239,0.072627,0.222227,0.46068,0.344543
700208,0.024703,0.072043,0.043479,0.0411,0.043967,0.013,0.025987,0.072167,0.061285,0.111116,0.050635,0.025987,0.340007,0.354846,0.208725,0.320761,0.342348,0.14913
702401,0.017757,0.021101,0.074494,0.069184,0.027654,0.024546,0.018299,0.054906,0.149081,0.073011,0.031093,0.024697,0.175004,0.287524,0.17226,0.410717,0.293709,0.136617
680551,0.040658,0.089893,0.083547,0.068329,0.073452,0.043868,0.042025,0.090326,0.097303,0.076925,0.073625,0.044256,0.1508,0.198557,0.110346,0.276194,0.245513,0.300819
636107,0.070436,0.065219,0.028266,0.060779,0.046067,0.103102,0.075023,0.067031,0.028377,0.08224,0.13179,0.105287,0.442865,0.406259,0.106921,0.350658,0.38948,0.22224
665092,0.038098,0.021702,0.007821,0.01667,0.007739,0.074478,0.083352,0.021741,0.007852,0.01667,0.042258,0.086966,0.600027,0.15791,0.041273,0.142869,0.296322,0.291696
