@relation substances_labels-weka.filters.unsupervised.attribute.Discretize-D-F-B2-M-1.0-R2-last-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.unsupervised.attribute.Remove-R2-19

@attribute id numeric
@attribute 786-0_1 {0,1}
@attribute A549/ATCC_1 {0,1}
@attribute ACHN_1 {0,1}
@attribute CCRF-CEM_1 {0,1}
@attribute COLO-205_1 {0,1}
@attribute EKVX_1 {0,1}
@attribute HCT-116_1 {0,1}
@attribute HCT-15_1 {0,1}
@attribute HOP-62_1 {0,1}
@attribute HT29_1 {0,1}
@attribute IGROV1_1 {0,1}
@attribute K-562_1 {0,1}
@attribute KM12_1 {0,1}
@attribute LOX-IMVI_1 {0,1}
@attribute M14_1 {0,1}
@attribute MALME-3M_1 {0,1}
@attribute MOLT-4_1 {0,1}
@attribute NCI-H23_1 {0,1}
@attribute OVCAR-3_1 {0,1}
@attribute OVCAR-4_1 {0,1}
@attribute OVCAR-5_1 {0,1}
@attribute OVCAR-8_1 {0,1}
@attribute SF-268_1 {0,1}
@attribute SF-295_1 {0,1}
@attribute SF-539_1 {0,1}
@attribute SK-MEL-28_1 {0,1}
@attribute SK-MEL-5_1 {0,1}
@attribute SK-OV-3_1 {0,1}
@attribute SN12C_1 {0,1}
@attribute SNB-19_1 {0,1}
@attribute SNB-75_1 {0,1}
@attribute SW-620_1 {0,1}
@attribute TK-10_1 {0,1}
@attribute U251_1 {0,1}
@attribute UACC-257_1 {0,1}
@attribute UACC-62_1 {0,1}
@attribute UO-31_1 {0,1}

@data
687958,?,?,?,0,1,0,?,0,?,?,0,?,?,0,?,?,?,0,?,?,?,?,?,?,1,?,?,?,1,?,?,?,?,0,0,?,?
694873,0,0,0,?,?,?,1,?,1,0,?,0,?,?,0,1,0,?,?,?,?,0,1,1,?,1,0,?,?,0,?,0,?,?,?,1,1
710857,0,0,0,?,?,?,0,?,0,0,?,0,0,?,0,0,0,?,?,0,?,0,0,0,?,0,1,?,?,0,?,0,?,?,?,1,1
683260,1,1,1,?,?,?,1,?,0,1,?,1,1,?,1,1,1,?,?,0,?,0,0,1,?,0,1,?,?,1,?,1,?,?,?,1,1
697452,?,?,?,?,?,?,?,?,?,?,?,0,?,?,?,?,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
638199,1,1,1,?,?,?,1,?,1,0,?,1,1,?,0,1,1,?,?,0,?,1,1,1,?,0,1,?,?,1,?,1,?,?,?,1,1
720189,0,?,0,?,?,?,0,?,0,0,?,?,?,?,0,0,0,?,?,?,?,0,1,0,?,0,0,?,?,0,?,0,?,?,?,0,0
201434,?,?,?,1,1,1,?,1,?,?,?,?,?,1,?,?,?,0,1,?,1,?,?,?,1,?,?,0,1,?,?,?,0,0,1,?,?
720659,1,1,1,?,?,?,1,?,1,0,?,1,0,?,1,0,?,?,?,1,?,1,1,1,?,1,0,?,?,1,?,?,?,?,?,1,0
635000,?,?,?,1,1,1,?,?,?,?,1,?,?,1,?,?,?,1,?,?,0,?,?,?,1,?,?,1,1,?,1,?,?,1,1,?,?
694257,0,1,0,?,?,?,1,?,1,1,?,1,0,?,0,0,1,?,?,0,?,1,1,1,?,0,?,?,?,1,?,0,?,?,?,0,0
633401,?,?,?,?,?,?,?,?,?,?,?,0,?,?,1,?,?,?,?,?,?,?,?,?,?,0,?,?,?,?,?,?,?,?,?,?,0
283162,0,1,0,?,?,?,1,?,1,0,?,1,1,?,0,1,0,?,?,1,?,1,1,0,?,1,1,?,?,1,?,1,?,?,?,1,0
639621,1,0,1,?,?,?,1,?,1,1,?,1,1,?,1,1,0,?,?,1,?,1,1,1,?,1,1,?,?,1,?,1,?,?,?,1,1
681734,?,?,?,?,?,0,?,?,?,?,0,?,?,?,?,?,?,0,?,?,?,?,?,?,0,?,?,0,?,?,1,?,0,0,?,?,?
642913,?,?,?,?,?,?,?,?,?,?,?,?,?,0,?,?,?,0,?,?,?,?,?,?,1,?,?,?,0,?,0,?,?,0,0,?,?
97371,?,?,?,0,1,0,?,0,?,?,0,?,?,1,?,?,?,0,1,?,0,?,?,?,0,?,?,0,1,?,1,?,0,1,0,?,?
665694,?,?,?,1,1,0,?,1,?,?,1,?,?,1,?,?,?,1,1,?,0,?,?,?,1,?,?,1,1,?,1,?,0,1,1,?,?
669884,0,1,1,?,?,?,1,?,1,1,?,0,1,?,1,1,0,?,?,1,?,0,0,1,?,0,1,?,?,1,?,1,?,?,?,1,1
709103,1,1,0,?,?,?,1,?,0,1,?,1,1,?,0,?,1,?,?,1,?,1,1,1,?,0,1,?,?,0,?,1,?,?,?,1,1
719328,?,1,1,?,?,?,1,?,1,1,?,0,?,?,1,1,1,?,?,1,?,1,1,1,?,1,1,?,?,1,?,1,?,?,?,1,1
721656,?,1,1,?,?,?,1,?,?,1,?,0,1,?,0,1,0,?,?,?,?,0,1,1,?,?,0,?,?,1,?,0,?,?,?,0,1
671462,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,?,?,?,?,?,?,?,?,?,?,?,?,1,?,?,?,?,?,?
664180,1,1,0,?,?,?,1,?,1,1,?,1,1,?,0,0,0,?,?,1,?,0,1,1,?,0,1,?,?,1,?,0,?,?,?,0,0
715652,0,0,0,?,?,?,0,?,0,?,?,?,0,?,?,0,?,?,?,0,?,0,0,0,?,?,0,?,?,1,?,?,?,?,?,0,0
715124,?,?,?,0,1,1,?,0,?,?,0,?,?,1,?,?,?,0,0,?,0,?,?,?,0,?,?,0,0,?,0,?,0,0,0,?,?
709901,0,0,0,?,?,?,0,?,0,0,?,0,0,?,0,0,0,?,?,0,?,0,0,0,?,0,1,?,?,0,?,0,?,?,?,0,0
717708,1,0,0,?,?,?,1,?,1,0,?,?,?,?,0,?,?,?,?,1,?,0,0,0,?,0,?,?,?,?,?,?,?,?,?,?,?
718708,0,1,0,?,?,?,0,?,0,0,?,1,0,?,0,0,0,?,?,1,?,0,0,1,?,?,0,?,?,1,?,0,?,?,?,1,0
379546,?,?,?,1,1,1,?,1,?,?,0,?,?,0,?,?,?,1,1,?,0,?,?,?,0,?,?,1,1,?,0,?,0,1,1,?,?
684566,0,?,1,?,?,?,0,?,1,0,?,0,0,?,0,?,0,?,?,0,?,0,1,?,?,1,0,?,?,0,?,0,?,?,?,0,0
707765,?,?,?,1,0,0,?,0,?,?,0,?,?,0,?,?,?,0,0,?,0,?,?,?,0,?,?,0,0,?,?,?,0,0,0,?,?
676436,0,1,1,?,?,?,1,?,1,0,?,1,1,?,1,?,1,?,?,1,?,1,0,1,?,1,0,?,?,1,?,1,?,?,?,?,1
652181,?,?,?,1,1,1,?,1,?,?,1,?,?,1,?,?,?,1,1,?,1,?,?,?,1,?,?,1,1,?,1,?,0,1,1,?,?
612955,1,1,1,?,?,?,1,?,0,1,?,1,1,?,1,0,1,?,?,0,?,1,0,1,?,0,1,?,?,1,?,1,?,?,?,1,1
193457,1,1,1,?,?,?,1,?,1,0,?,0,1,?,1,1,?,?,?,?,?,1,1,1,?,0,1,?,?,1,?,1,?,?,?,1,1
688940,0,?,0,?,?,?,0,?,?,0,?,0,?,?,0,0,?,?,?,1,?,0,0,?,?,?,0,?,?,0,?,0,?,?,?,0,0
697150,?,0,?,?,?,?,0,?,?,0,?,0,0,?,?,1,0,?,?,?,?,?,?,?,?,?,0,?,?,?,?,?,?,?,?,0,?
652095,0,0,0,?,?,?,0,?,?,0,?,?,0,?,0,0,0,?,?,0,?,1,0,0,?,1,1,?,?,0,?,0,?,?,?,?,0
627742,?,?,?,0,?,0,?,0,?,?,0,?,?,1,?,?,?,0,0,?,?,?,?,?,0,?,?,?,0,?,0,?,?,0,?,?,?
649579,0,?,0,?,?,?,0,?,?,0,?,0,0,?,0,?,0,?,?,1,?,0,0,0,?,?,0,?,?,0,?,0,?,?,?,0,0
681536,?,?,?,1,0,0,?,0,?,?,0,?,?,0,?,?,?,0,0,?,?,?,?,?,0,?,?,?,0,?,?,?,0,0,?,?,?
671341,?,?,?,0,?,?,?,0,?,?,0,?,?,1,?,?,?,1,1,?,1,?,?,?,?,?,?,?,1,?,0,?,0,0,0,?,?
688726,?,?,?,?,?,1,?,?,?,?,0,?,?,?,?,?,?,0,?,?,?,?,?,?,?,?,?,?,?,?,1,?,?,?,?,?,?
59272,?,?,?,1,1,?,?,0,?,?,0,?,?,?,?,?,?,1,0,?,0,?,?,?,1,?,?,?,?,?,1,?,1,1,1,?,?
717213,0,0,0,?,?,?,0,?,1,0,?,0,0,?,0,0,0,?,?,0,?,0,0,0,?,0,0,?,?,0,?,0,?,?,?,1,0
629872,?,?,?,?,?,?,?,1,?,?,?,?,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
677281,1,0,1,?,?,?,1,?,0,1,?,1,0,?,1,1,1,?,?,1,?,?,0,0,?,1,0,?,?,0,?,1,?,?,?,0,1
720341,?,?,?,1,1,1,?,0,?,?,1,?,?,0,?,?,?,0,0,?,0,?,?,?,1,?,?,1,0,?,0,?,1,1,0,?,?
633954,0,0,0,?,?,?,0,?,?,1,?,0,0,?,0,0,?,?,?,1,?,0,0,0,?,0,0,?,?,0,?,0,?,?,?,1,0
15784,1,1,1,?,?,?,1,?,1,1,?,1,1,?,1,0,?,?,?,1,?,1,1,1,?,0,1,?,?,1,?,1,?,?,?,1,1
665078,1,?,0,?,?,?,0,?,?,0,?,0,?,?,?,1,0,?,?,0,?,0,0,?,?,0,?,?,?,1,?,0,?,?,?,0,?
712741,1,1,1,?,?,?,1,?,1,1,?,1,1,?,1,0,1,?,?,1,?,1,1,1,?,1,0,?,?,1,?,1,?,?,?,1,1
91774,?,?,?,?,?,?,?,?,?,?,?,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
649484,1,1,0,?,?,?,1,?,0,1,?,?,1,?,1,0,1,?,?,0,?,0,0,1,?,1,1,?,?,1,?,?,?,?,?,0,0
668102,?,?,?,0,?,0,?,0,?,?,1,?,?,0,?,?,?,0,0,?,0,?,?,?,0,?,?,0,0,?,1,?,0,0,1,?,?
703128,?,?,?,0,0,1,?,1,?,?,0,?,?,0,?,?,?,0,0,?,0,?,?,?,0,?,?,0,1,?,0,?,0,0,0,?,?
627018,1,1,1,?,?,?,0,?,0,1,?,1,1,?,1,1,0,?,?,1,?,0,0,0,?,1,1,?,?,0,?,1,?,?,?,0,1
674704,?,?,?,1,1,1,?,1,?,?,0,?,?,1,?,?,?,1,1,?,1,?,?,?,1,?,?,0,1,?,1,?,1,1,0,?,?
696392,?,?,?,0,0,0,?,0,?,?,0,?,?,0,?,?,?,?,?,?,1,?,?,?,0,?,?,?,0,?,0,?,0,0,0,?,?
628754,0,1,0,?,?,?,1,?,0,1,?,0,1,?,1,0,0,?,?,0,?,1,0,0,?,1,1,?,?,0,?,1,?,?,?,1,0
681245,?,?,?,0,0,0,?,0,?,?,0,?,?,0,?,?,?,0,0,?,0,?,?,?,0,?,?,0,0,?,1,?,?,0,0,?,?
664251,1,1,1,?,?,?,1,?,1,1,?,1,1,?,1,1,1,?,?,1,?,1,0,1,?,1,1,?,?,1,?,1,?,?,?,1,1
680304,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,?,?,?,?,?,1,?,?,0,?,?,?
700232,?,?,?,0,?,0,?,0,?,?,0,?,?,0,?,?,?,0,1,?,0,?,?,?,1,?,?,?,?,?,1,?,0,?,0,?,?
683826,1,?,0,?,?,?,1,?,1,1,?,0,1,?,1,1,0,?,?,0,?,0,1,1,?,1,?,?,?,1,?,1,?,?,?,1,?
630912,?,?,?,0,?,?,?,0,?,?,?,?,?,?,?,?,?,0,0,?,?,?,?,?,?,?,?,?,?,?,1,?,?,?,?,?,?
704558,?,0,?,?,?,?,0,?,?,?,?,0,0,?,0,?,?,?,?,1,?,?,?,0,?,?,0,?,?,0,?,?,?,?,?,0,?
652258,?,?,?,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,?,?,1,?,?,?,?,?,0,?,?,?
665004,0,0,0,?,?,?,0,?,0,1,?,?,1,?,1,0,1,?,?,0,?,0,?,0,?,1,1,?,?,0,?,0,?,?,?,0,1
665301,?,?,?,0,0,0,?,1,?,?,0,?,?,1,?,?,?,0,?,?,0,?,?,?,1,?,?,?,0,?,0,?,0,0,0,?,?
708081,0,0,0,?,?,?,0,?,0,0,?,1,0,?,1,?,0,?,?,0,?,0,1,0,?,?,0,?,?,0,?,1,?,?,?,0,0
679677,?,?,?,0,?,?,?,?,?,?,?,?,?,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,?,?,?,?,?,?
718006,0,0,0,?,?,?,0,?,?,0,?,0,0,?,0,0,0,?,?,0,?,0,0,0,?,0,?,?,?,0,?,0,?,?,?,1,0
635458,0,0,0,?,?,?,0,?,?,0,?,0,0,?,0,0,0,?,?,?,?,0,?,1,?,0,?,?,?,?,?,?,?,?,?,0,0
676364,?,?,?,?,?,?,?,?,0,?,?,0,?,?,?,?,0,?,?,?,?,?,?,0,?,?,0,?,?,?,?,?,?,?,?,1,?
630708,?,0,0,?,?,?,0,?,?,0,?,0,1,?,0,?,0,?,?,0,?,0,?,0,?,0,0,?,?,?,?,0,?,?,?,0,0
683918,?,?,?,1,1,1,?,1,?,?,1,?,?,1,?,?,?,1,1,?,1,?,?,?,0,?,?,1,1,?,0,?,0,1,1,?,?
647556,0,1,1,?,?,?,0,?,0,0,?,1,?,?,0,0,0,?,?,1,?,1,1,1,?,0,0,?,?,0,?,0,?,?,?,0,0
633408,?,?,?,1,1,1,?,1,?,?,0,?,?,1,?,?,?,1,1,?,1,?,?,?,1,?,?,1,1,?,1,?,1,1,1,?,?
630511,1,1,1,?,?,?,1,?,0,1,?,1,1,?,1,1,1,?,?,1,?,1,1,1,?,1,1,?,?,1,?,1,?,?,?,1,1
699419,0,0,0,?,?,?,0,?,?,0,?,?,0,?,?,?,?,?,?,?,?,0,?,0,?,?,1,?,?,?,?,0,?,?,?,?,?
677001,?,?,?,0,0,0,?,0,?,?,?,?,?,0,?,?,?,0,0,?,0,?,?,?,0,?,?,?,0,?,?,?,0,0,1,?,?
642576,?,?,?,1,0,?,?,1,?,?,?,?,?,0,?,?,?,?,?,?,0,?,?,?,0,?,?,?,?,?,?,?,0,?,?,?,?
678066,?,?,?,0,0,0,?,0,?,?,0,?,?,0,?,?,?,0,1,?,0,?,?,?,0,?,?,0,0,?,1,?,0,0,0,?,?
650617,?,?,?,0,0,0,?,0,?,?,0,?,?,0,?,?,?,0,0,?,0,?,?,?,0,?,?,1,0,?,1,?,0,0,1,?,?
671392,1,0,1,?,?,?,1,?,0,1,?,1,1,?,0,0,1,?,?,1,?,1,0,0,?,0,0,?,?,0,?,1,?,?,?,1,1
302308,?,?,?,1,1,0,?,1,?,?,0,?,?,0,?,?,?,1,?,?,0,?,?,?,0,?,?,?,1,?,0,?,0,0,0,?,?
632959,1,0,0,?,?,?,?,?,0,1,?,1,1,?,0,0,1,?,?,1,?,1,0,0,?,0,0,?,?,1,?,1,?,?,?,0,0
656107,?,?,?,0,0,0,?,?,?,?,0,?,?,?,?,?,?,0,0,?,?,?,?,?,0,?,?,?,?,?,1,?,0,?,0,?,?
37641,1,1,1,?,?,?,1,?,1,1,?,1,1,?,1,1,?,?,?,1,?,1,1,1,?,1,1,?,?,0,?,0,?,?,?,1,1
250686,?,1,?,?,?,?,1,?,1,1,?,1,0,?,?,0,1,?,?,0,?,1,1,0,?,1,0,?,?,1,?,0,?,?,?,0,1
649609,0,?,0,?,?,?,0,?,0,0,?,0,0,?,0,0,0,?,?,0,?,0,0,1,?,0,0,?,?,0,?,1,?,?,?,0,0
672030,0,0,1,?,?,?,0,?,0,0,?,0,0,?,1,0,0,?,?,0,?,0,0,0,?,1,1,?,?,0,?,0,?,?,?,?,0
674506,?,0,0,?,?,?,?,?,1,1,?,1,1,?,0,1,1,?,?,1,?,1,1,0,?,1,1,?,?,1,?,1,?,?,?,1,0
703032,?,?,?,0,0,0,?,0,?,?,0,?,?,0,?,?,?,0,0,?,0,?,?,?,0,?,?,0,0,?,1,?,0,0,0,?,?
676006,?,?,?,1,1,1,?,1,?,?,1,?,?,0,?,?,?,1,1,?,1,?,?,?,1,?,?,1,1,?,1,?,1,1,0,?,?
9358,?,?,?,1,1,1,?,0,?,?,1,?,?,0,?,?,?,1,1,?,?,?,?,?,0,?,?,0,0,?,0,?,0,1,1,?,?
638498,1,1,1,?,?,?,1,?,1,1,?,1,1,?,1,1,1,?,?,0,?,1,1,1,?,1,1,?,?,1,?,1,?,?,?,1,?
700854,?,?,?,1,0,0,?,0,?,?,0,?,?,0,?,?,?,0,0,?,?,?,?,?,0,?,?,?,0,?,?,?,?,0,0,?,?
671877,?,?,?,?,?,?,0,?,?,0,?,0,?,?,?,?,0,?,?,?,?,?,0,?,?,?,0,?,?,?,?,0,?,?,?,1,?
638305,?,?,?,1,0,?,?,1,?,?,1,?,?,?,?,?,?,1,1,?,1,?,?,?,1,?,?,1,1,?,1,?,1,1,1,?,?
684990,?,?,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1,?,?,?,?,?,?
704857,?,0,?,?,?,?,0,?,?,0,?,?,0,?,0,0,?,?,?,?,?,?,?,?,?,?,0,?,?,1,?,?,?,?,?,0,?
619042,?,?,?,1,1,1,?,1,?,?,0,?,?,1,?,?,?,1,1,?,1,?,?,?,1,?,?,1,1,?,1,?,1,1,1,?,?
721646,?,?,?,0,1,1,?,1,?,?,1,?,?,0,?,?,?,0,1,?,?,?,?,?,0,?,?,0,0,?,?,?,0,0,1,?,?
665115,?,?,?,1,0,0,?,1,?,?,0,?,?,0,?,?,?,1,0,?,0,?,?,?,0,?,?,0,1,?,1,?,1,0,0,?,?
716000,1,1,1,?,?,?,1,?,1,0,?,1,0,?,0,1,1,?,?,1,?,1,1,1,?,0,0,?,?,1,?,0,?,?,?,?,1
673643,?,?,?,0,0,0,?,?,?,?,1,?,?,0,?,?,?,1,0,?,0,?,?,?,1,?,?,0,0,?,0,?,0,0,1,?,?
641476,?,?,?,0,0,0,?,0,?,?,0,?,?,0,?,?,?,0,0,?,0,?,?,?,0,?,?,0,0,?,0,?,0,?,1,?,?
26081,?,?,?,1,0,0,?,0,?,?,0,?,?,0,?,?,?,0,1,?,0,?,?,?,1,?,?,?,0,?,0,?,0,1,0,?,?
625633,?,?,?,0,1,0,?,1,?,?,0,?,?,0,?,?,?,1,?,?,0,?,?,?,?,?,?,0,0,?,0,?,0,0,1,?,?
709915,?,?,?,0,0,1,?,0,?,?,0,?,?,0,?,?,?,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,?,?
677814,?,?,?,0,0,0,?,0,?,?,0,?,?,1,?,?,?,0,0,?,0,?,?,?,0,?,?,1,0,?,0,?,0,0,0,?,?
657489,?,?,?,0,0,0,?,0,?,?,0,?,?,0,?,?,?,1,0,?,0,?,?,?,1,?,?,1,0,?,1,?,1,0,0,?,?
676154,?,?,?,?,?,?,0,?,0,0,?,0,0,?,1,?,0,?,?,?,?,?,?,0,?,?,0,?,?,?,?,?,?,?,?,?,0
637630,?,?,?,0,1,0,?,0,?,?,0,?,?,1,?,?,?,0,0,?,0,?,?,?,0,?,?,0,1,?,0,?,1,1,0,?,?
629224,?,?,?,?,?,1,?,?,?,?,?,?,?,1,?,?,?,1,0,?,?,?,?,?,0,?,?,0,0,?,1,?,0,0,1,?,?
640735,?,?,?,0,1,1,?,1,?,?,1,?,?,1,?,?,?,1,1,?,0,?,?,?,1,?,?,1,1,?,1,?,1,1,0,?,?
669394,?,0,0,?,?,?,0,?,0,0,?,?,1,?,?,?,0,?,?,0,?,?,0,0,?,0,?,?,?,0,?,?,?,?,?,?,0
711581,?,?,?,?,?,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,?,?,0,?,?,1,?,0,0,?,?,?
700208,?,?,?,0,0,1,?,1,?,?,1,?,?,1,?,?,?,1,1,?,0,?,?,?,0,?,?,0,1,?,1,?,0,1,1,?,?
702401,?,?,?,?,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,?,?,1,?,0,0,0,?,?
680551,?,?,?,?,?,0,?,?,?,?,0,?,?,?,?,?,?,0,0,?,0,?,?,?,0,?,?,?,1,?,0,?,0,0,0,?,?
636107,?,?,?,?,?,?,?,?,?,?,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1,?,?,?,?,?
665092,0,0,0,?,?,?,0,?,?,0,?,0,?,?,0,1,0,?,?,1,?,0,0,?,?,?,0,?,?,?,?,?,?,?,?,0,?
622361,?,0,0,?,?,?,0,?,1,?,?,1,?,?,0,?,0,?,?,?,?,0,0,?,?,0,0,?,?,?,?,0,?,?,?,?,1
34445,1,0,1,?,?,?,0,?,0,0,?,0,0,?,0,1,0,?,?,1,?,1,1,0,?,1,0,?,?,0,?,0,?,?,?,0,1
651710,?,?,?,1,0,1,?,0,?,?,1,?,?,0,?,?,?,?,0,?,0,?,?,?,0,?,?,1,0,?,1,?,?,?,1,?,?
135900,0,1,0,?,?,?,1,?,1,1,?,0,0,?,1,0,0,?,?,0,?,0,0,0,?,1,1,?,?,1,?,0,?,?,?,1,0
704430,1,0,0,?,?,?,0,?,0,?,?,?,?,?,?,0,?,?,?,0,?,1,0,0,?,?,?,?,?,0,?,?,?,?,?,0,0
701104,0,?,?,?,?,?,0,?,0,1,?,?,0,?,1,1,?,?,?,1,?,1,?,?,?,1,?,?,?,?,?,0,?,?,?,1,?
625024,?,0,0,?,?,?,0,?,?,?,?,0,?,?,?,?,0,?,?,0,?,?,0,?,?,?,?,?,?,?,?,0,?,?,?,1,0
696649,?,0,?,?,?,?,?,?,?,?,?,?,0,?,?,0,0,?,?,?,?,?,?,0,?,?,1,?,?,?,?,?,?,?,?,?,?
664707,?,?,1,?,?,?,1,?,?,?,?,0,?,?,?,?,?,?,?,0,?,0,0,?,?,?,0,?,?,?,?,?,?,?,?,?,0
614569,?,?,?,0,0,0,?,?,?,?,0,?,?,?,?,?,?,0,?,?,0,?,?,?,?,?,?,0,?,?,?,?,1,1,0,?,?
651012,0,0,0,?,?,?,1,?,1,?,?,0,?,?,0,?,1,?,?,?,?,?,1,?,?,?,0,?,?,0,?,?,?,?,?,0,1
657559,0,1,1,?,?,?,1,?,0,1,?,0,1,?,1,0,1,?,?,?,?,0,1,1,?,1,0,?,?,1,?,1,?,?,?,1,1
658157,?,?,?,?,?,?,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,?,?,1,?,?,?
700987,1,1,1,?,?,?,1,?,1,?,?,0,1,?,1,?,1,?,?,0,?,?,1,1,?,?,1,?,?,1,?,0,?,?,?,1,1
622094,?,?,?,0,1,0,?,0,?,?,0,?,?,0,?,?,?,1,0,?,0,?,?,?,0,?,?,0,0,?,0,?,0,0,0,?,?
630883,0,0,0,?,?,?,0,?,0,1,?,0,0,?,0,0,0,?,?,0,?,0,0,0,?,1,1,?,?,0,?,0,?,?,?,0,0
716893,1,1,1,?,?,?,1,?,1,0,?,1,1,?,1,1,1,?,?,1,?,1,1,1,?,1,1,?,?,1,?,1,?,?,?,1,1
646781,?,?,?,?,?,?,0,?,?,0,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1,?,?,?,?,?
685457,0,?,?,?,?,?,?,?,?,0,?,0,?,?,0,?,0,?,?,?,?,?,0,1,?,?,?,?,?,?,?,?,?,?,?,?,?
681769,?,?,?,1,?,0,?,?,?,?,0,?,?,0,?,?,?,?,?,?,?,?,?,?,0,?,?,0,?,?,1,?,?,0,?,?,?
639741,0,1,0,?,?,?,0,?,?,0,?,0,0,?,1,0,1,?,?,0,?,?,1,?,?,1,0,?,?,0,?,?,?,?,?,0,1
85372,?,?,?,1,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
618522,?,?,?,0,?,0,?,0,?,?,0,?,?,0,?,?,?,0,0,?,?,?,?,?,0,?,?,0,0,?,1,?,0,?,0,?,?
647055,0,0,0,?,?,?,0,?,0,0,?,0,1,?,0,0,0,?,?,0,?,0,0,1,?,0,0,?,?,0,?,0,?,?,?,0,0
176710,?,?,?,1,1,0,?,1,?,?,1,?,?,1,?,?,?,1,1,?,1,?,?,?,1,?,?,1,1,?,1,?,?,1,1,?,?
672199,?,?,?,1,1,1,?,1,?,?,1,?,?,1,?,?,?,0,1,?,1,?,?,?,0,?,?,?,1,?,1,?,1,0,1,?,?
679749,1,0,0,?,?,?,1,?,0,0,?,1,0,?,1,1,1,?,?,0,?,0,1,0,?,1,1,?,?,0,?,1,?,?,?,1,1
717234,?,?,?,1,1,1,?,0,?,?,1,?,?,1,?,?,?,?,1,?,1,?,?,?,1,?,?,1,0,?,1,?,1,1,?,?,?
717516,?,?,?,1,?,1,?,0,?,?,0,?,?,0,?,?,?,0,0,?,?,?,?,?,0,?,?,?,0,?,1,?,?,1,0,?,?
700126,1,1,1,?,?,?,1,?,1,1,?,1,0,?,1,?,1,?,?,1,?,1,1,1,?,0,1,?,?,0,?,0,?,?,?,1,1
703125,0,0,0,?,?,?,0,?,?,0,?,0,0,?,0,0,1,?,?,0,?,0,0,0,?,0,0,?,?,0,?,0,?,?,?,0,0
694564,?,?,?,?,?,0,?,0,?,?,1,?,?,?,?,?,?,0,?,?,?,?,?,?,?,?,?,?,?,?,0,?,0,0,?,?,?
694468,1,1,?,?,?,?,1,?,0,1,?,1,1,?,1,1,1,?,?,0,?,0,1,1,?,1,1,?,?,1,?,0,?,?,?,1,1
715121,?,?,?,?,?,?,?,?,1,?,?,1,?,?,0,?,?,?,?,?,?,?,0,0,?,?,0,?,?,0,?,0,?,?,?,?,?
630507,?,?,?,0,0,0,?,0,?,?,0,?,?,0,?,?,?,1,0,?,?,?,?,?,1,?,?,?,0,?,1,?,0,0,0,?,?
671167,?,?,?,1,0,0,?,1,?,?,1,?,?,1,?,?,?,1,1,?,0,?,?,?,1,?,?,1,1,?,1,?,1,1,1,?,?
687368,?,?,?,0,0,0,?,?,?,?,0,?,?,0,?,?,?,0,?,?,?,?,?,?,1,?,?,?,0,?,?,?,?,?,?,?,?
682997,0,0,0,?,?,?,0,?,0,1,?,0,0,?,0,1,0,?,?,0,?,0,0,0,?,0,1,?,?,0,?,0,?,?,?,0,0
39367,0,?,0,?,?,?,0,?,0,0,?,1,?,?,0,?,1,?,?,?,?,1,0,0,?,?,?,?,?,?,?,1,?,?,?,?,0
715321,?,?,?,0,0,1,?,0,?,?,?,?,?,?,?,?,?,0,0,?,?,?,?,?,?,?,?,?,?,?,0,?,?,?,?,?,?
709117,0,0,0,?,?,?,1,?,0,1,?,0,0,?,0,1,0,?,?,1,?,0,0,0,?,0,1,?,?,0,?,0,?,?,?,1,0
693993,1,1,1,?,?,?,1,?,0,1,?,1,1,?,0,1,1,?,?,1,?,1,1,0,?,1,0,?,?,0,?,1,?,?,?,1,1
687863,?,?,?,1,0,?,?,0,?,?,0,?,?,?,?,?,?,0,0,?,0,?,?,?,0,?,?,0,0,?,0,?,0,0,0,?,?
657025,?,?,?,1,0,0,?,0,?,?,0,?,?,?,?,?,?,0,0,?,0,?,?,?,0,?,?,?,1,?,?,?,1,?,0,?,?
715803,0,0,0,?,?,?,0,?,0,0,?,0,0,?,0,0,0,?,?,0,?,0,0,0,?,0,1,?,?,0,?,0,?,?,?,?,1
